hospital_name,institution_type,specialty,departments,address,sido,sigungu,dong,phone,website,email,representative,bed_count,doctor_count,established_date,ykiho,source
분당정자 셀린의원,"병원,의원>피부과",피부과,피부과,경기도 성남시 분당구 성남대로 349 301호,경기도,성남시,분당구,,https://www.cellinclinic10.com/clinicInfoCellin/selfReserve.php,webtick@gmail.com,,,,,,naver
비타민의원 분당점,"병원,의원>피부과",피부과,피부과,경기도 성남시 분당구 서현로210번길 2 3층,경기도,성남시,분당구,,http://www.vitaminclinic.kr,,,,,,,naver
누베베한의원 분당,"병원,의원>한의원",피부과,피부과,경기도 성남시 분당구 성남대로926번길 10 탑빌딩 2층,경기도,성남시,분당구,,https://www.nubebe.com,nubebecs@nubebe.com,이미지,,,,,naver
블리비의원 일산점,"병원,의원>피부과",피부과,피부과,경기도 고양시 일산동구 정발산로 38 이스턴시티 2층,경기도,고양시,일산동구,,http://www.velyb.kr,,,,,,,naver
VS라인의원 일산점,"병원,의원>피부과",피부과,피부과,경기도 고양시 일산동구 정발산로 31-17 킹타운 3층 301호,경기도,고양시,일산동구,,http://is.vsline.kr/,,대한필러,,,,,naver
바른시선한의원,"병원,의원>한의원",피부과,피부과,경기도 고양시 일산동구 중앙로 1036 고양터미널 진료 6층(입원실 3층),경기도,고양시,일산동구,,https://blog.naver.com/barunwell,,한의원,,,,,naver
톤즈의원 일산,"병원,의원>피부과",피부과,피부과,경기도 고양시 일산동구 중앙로1261번길 61 4층 톤즈의원 일산,경기도,고양시,일산동구,,https://tonesclinic.co.kr/ilsan,,원장의,,,,,naver
제너리스의원 일산,"병원,의원>피부과",피부과,피부과,경기도 고양시 일산동구 정발산로 43-20 센트럴프라자 4층,경기도,고양시,일산동구,,https://is.generless.com,neonadsl@naver.com,최용호,,,,,naver
서울예스병원,"건강,의료>병원,의원",피부과,피부과,경기도 용인시 수지구 용구대로 2736,경기도,용인시,수지구,,http://www.hospitalyes.co.kr/,,수술,,,,,naver
셀린의원 용인수지점,"병원,의원>피부과",피부과,피부과,경기도 용인시 수지구 수지로296번길 51-12 1층,경기도,용인시,수지구,,https://blog.naver.com/5vw8mibem/223953978711,,,,,,,naver
광교프라임한의원 상현,"병원,의원>한의원",피부과,피부과,경기도 용인시 수지구 광교중앙로 308 광교 에스타워 2층 광교프라임한의원,경기도,용인시,수지구,,https://www.gwanggyo-prime-kmd.com/,,,,,,,naver
수지미래산부인과의원,"병원,의원>산부인과",피부과,피부과,경기도 용인시 수지구 포은대로313번길 4,경기도,용인시,수지구,,https://sujimirae.co.kr,,김진수,,,,,naver
늘온한의원,"병원,의원>한의원",피부과,피부과,경기도 용인시 수지구 풍덕천로 108 3층 303호,경기도,용인시,수지구,,https://blog.naver.com/gqsf4881,,,,,,,naver
인애한의원 부천,"병원,의원>한의원",피부과,피부과,"경기도 부천시 원미구 상동로 75 2층 202호 ( 상동, 한빛프라자 )",경기도,부천시,원미구,,https://www.omdi.co.kr/network/bucheon,,최정봉,,,,,naver
제너리스의원 부천점,"병원,의원>피부과",피부과,피부과,"경기도 부천시 원미구 길주로 262 이안 더 클래식 2층 201, 202호",경기도,부천시,원미구,,https://bc.generless.com,neonadsl@naver.com,이하연,,,,,naver
누베베한의원 부천,"병원,의원>한의원",피부과,피부과,경기도 부천시 원미구 상동로 90 메가플러스 4층,경기도,부천시,원미구,,https://www.nubebe.com,nubebecs@nubebe.com,이미지,,,,,naver
더유스의원,"병원,의원>피부과",피부과,피부과,경기도 부천시 원미구 길주로 183 영라이프빌딩 6층 601호,경기도,부천시,원미구,,https://theyouthclinic.co.kr/,,블로그,,,,,naver
미앤미의원 부천,"병원,의원>피부과",피부과,피부과,"경기도 부천시 원미구 길주로 91 501호, 502호",경기도,부천시,원미구,,http://bc.mipretty.co.kr/,webtick@gmail.com,황준영,,,,,naver
뮤즈의원 안산,"병원,의원>피부과",피부과,피부과,경기도 안산시 단원구 고잔로 108 대동조이월드 3층 뮤즈의원 안산,경기도,안산시,단원구,,http://ansan.museclinic.co.kr/,,,,,,,naver
미올한의원 안산,"병원,의원>한의원",피부과,피부과,경기도 안산시 단원구 예술대학로 17 중앙노블레스빌딩 2층 미올한의원,경기도,안산시,단원구,,http://miall-as.co.kr/,,,,,,,naver
생기한의원 안산점,"병원,의원>한의원",피부과,피부과,경기도 안산시 단원구 고잔로 76 영풍빌딩 601호,경기도,안산시,단원구,,https://blog.naver.com/saengkias2022,,,,,,,naver
블리비의원 안산점,"병원,의원>피부과",피부과,피부과,경기도 안산시 단원구 고잔로 108 대동조이월드 2층,경기도,안산시,단원구,,http://www.velyb.kr,,,,,,,naver
하늘체한의원 안산,"병원,의원>한의원",피부과,피부과,경기도 안산시 단원구 고잔1길 17 대유빌딩 6층,경기도,안산시,단원구,,https://blog.naver.com/skybodyas2,,,,,,,naver
데이뷰의원 안양범계점,"병원,의원>피부과",피부과,피부과,경기도 안양시 동안구 평촌대로211번길 16 삼희월드프라자 9층,경기도,안양시,동안구,,https://www.daybeauclinic06.com/branch/,dilis109@naver.com,양윤성,,,,,naver
라마르프리미어의원 범계역,"병원,의원>피부과",피부과,피부과,경기도 안양시 동안구 시민대로 161 안양무역센터 2층 라마르프리미어의원,경기도,안양시,동안구,,http://www.pclamar.co.kr/new/,,발표,,,,,naver
안양 톤즈의원,"병원,의원>피부과",피부과,피부과,경기도 안양시 동안구 시민대로 202 9층 902호 안양 톤즈의원,경기도,안양시,동안구,,http://tonesclinic.co.kr/anyang,,원장의,,,,,naver
연의원 범계,"병원,의원>피부과",피부과,피부과,경기도 안양시 동안구 평촌대로217번길 15 파크애비뉴엘 4층,경기도,안양시,동안구,,http://www.yeon-clinic.com,,양연지,,,,,naver
초이스피부과의원 평촌,"병원,의원>피부과",피부과,피부과,경기도 안양시 동안구 동안로 128,경기도,안양시,동안구,,https://skinchois.net/pyeongchon,,,,,,,naver
제너리스의원 다산,"병원,의원>피부과",피부과,피부과,경기도 남양주시 다산중앙로 132 3층 321호~327호,경기도,남양주시,다산중앙로,,https://ds.generless.com/,neonadsl@naver.com,리프팅,,,,,naver
셀린의원 다산점,"병원,의원>피부과",피부과,피부과,경기도 남양주시 다산중앙로146번길 12-10 원픽프라자 2차 3층 셀린의원,경기도,남양주시,다산중앙로146번길,,https://cellinclinic3.com/,,,,,,,naver
유앤아이의원 다산점,"병원,의원>피부과",피부과,피부과,경기도 남양주시 다산중앙로145번길 17 메트로타워1 3층,경기도,남양주시,다산중앙로145번길,,https://www.dsuni114.co.kr/,mdvision@nate.com,이민희,,,,,naver
다산더맑은의원,"병원,의원>피부과",피부과,피부과,"경기도 남양주시 다산중앙로 17 2, 3, 4층",경기도,남양주시,다산중앙로,,http://themalgeunclinic.co.kr,,이미지,,,,,naver
차오르다의원,"병원,의원>피부과",피부과,피부과,경기도 남양주시 다산중앙로145번길 11 지앤지메트로타워2 제3층 301~304호,경기도,남양주시,다산중앙로145번길,,https://chaordaclinic.com/,,블로그,,,,,naver
미엔느의원,"병원,의원>피부과",피부과,피부과,경기도 화성시 효행구 봉담읍 상리2길 55 어반센터프라자 4층,경기도,화성시,효행구,,https://www.miennebeauty2021.co.kr/,,김미은,,,,,naver
드림모아의원,"병원,의원>내과",피부과,피부과,경기도 화성시 효행구 봉담읍 효행로 278 이마트,경기도,화성시,효행구,,https://dreammoa.mobidoc.us,,김진서,,,,,naver
유앤아이의원 화성봉담점,"병원,의원>피부과",피부과,피부과,경기도 화성시 효행구 봉담읍 상리중심상가길 28-8 3층,경기도,화성시,효행구,,https://www.bduni114.co.kr/,mdvision@nate.com,장병대,,,,,naver
봉담정성365한의원,"병원,의원>한의원",피부과,피부과,"경기도 화성시 효행구 봉담읍 삼천병마로 1283 3층 305, 306호",경기도,화성시,효행구,,https://blog.naver.com/bdjs365,,,,,,,naver
둘이이비인후과의원,"병원,의원>이비인후과",피부과,피부과,경기도 화성시 효행구 봉담읍 동화길 93-2 제이스프라자 4층 401호,경기도,화성시,효행구,,,,,,,,,naver
강남뷰베스트의원 평택점,"병원,의원>피부과",피부과,피부과,경기도 평택시 중앙2로 25,경기도,평택시,중앙2로,,http://www.viewlady.com/,,,,,,,naver
잇츠미의원 평택고덕점,"병원,의원>피부과",피부과,피부과,경기도 평택시 고덕국제대로 94 우성고덕타워2 3층 305호~309호,경기도,평택시,고덕국제대로,,http://www.itsme-clinic-pt.co.kr/,content.itsme.clinic@gmail.com,,,,,,naver
평택사랑인한의원,"병원,의원>한의원",피부과,피부과,경기도 평택시 평남로 929 우리타워 2층,경기도,평택시,평남로,,https://leandiet.co.kr/@sarangin,,,,,,,naver
고덕365한의원,"병원,의원>한의원",피부과,피부과,경기도 평택시 고덕중앙로 200-4 우성고덕타워 4층 고덕365한의원,경기도,평택시,고덕중앙로,,https://blog.naver.com/goduk365,,,,,,,naver
룩스미의원 평택본점,"병원,의원>피부과",피부과,피부과,경기도 평택시 비전5로 16 프라우빌딩 4층,경기도,평택시,비전5로,,https://luxme.co.kr,,,,,,,naver
싱싱한의원 의정부,"병원,의원>한의원",피부과,피부과,경기도 의정부시 회룡로 178 발곡프라자 2층 싱싱한의원,경기도,의정부시,회룡로,,http://www.singsinghani.com,bem21c@naver.com,,,,,,naver
톤즈의원 의정부,"병원,의원>피부과",피부과,피부과,경기도 의정부시 시민로 80 센트럴타워 10층,경기도,의정부시,시민로,,https://tonesclinic.co.kr/uijeongbu?lang=ko,,원장의,,,,,naver
숨쉬는한의원 의정부,"병원,의원>한의원",피부과,피부과,경기도 의정부시 천보로 38 파스텔시티 2층,경기도,의정부시,천보로,,https://blog.naver.com/mpslayer,,,,,,,naver
의정부빔스테틱의원,"병원,의원>피부과",피부과,피부과,경기도 의정부시 시민로 80 센트럴타워 5층,경기도,의정부시,시민로,,https://beamsthetic1.com,,이미지,,,,,naver
다시봄날의원 의정부,"병원,의원>피부과",피부과,피부과,경기도 의정부시 오목로205번길 1 예스타워 3층 301호,경기도,의정부시,오목로205번길,,https://ujb.springdayclinic.com/,,이미지,,,,,naver
숨쉬는한의원 시흥,"병원,의원>한의원",피부과,피부과,"경기도 시흥시 은계번영길 19 은계 디스퀘어큐브 3, 4층",경기도,시흥시,은계번영길,,https://blog.naver.com/mrodlu15,,,,,,,naver
미올린의원 시흥,"병원,의원>피부과",피부과,피부과,경기도 시흥시 장곡로37번길 16 형제빌딩 2층,경기도,시흥시,장곡로37번길,,https://booking.naver.com/booking/13/bizes/1249583,"miollin2424@naver.com, trustnhope@naver.com",,,,,,naver
연세클리어의원,"병원,의원>피부과",피부과,피부과,경기도 시흥시 배곧3로 96,경기도,시흥시,배곧3로,,http://ysclear.com/,,이인철,,,,,naver
포에버의원 시흥,"병원,의원>피부과",피부과,피부과,경기도 시흥시 배곧3로 86 센터프라자2 4층 403호,경기도,시흥시,배곧3로,,https://sh.4-ever.co.kr,,,,,,,naver
서울뷰의원 시흥배곧,"병원,의원>피부과",피부과,피부과,"경기도 시흥시 서울대학로278번길 43-13 3층 301, 302호 서울뷰의원",경기도,시흥시,서울대학로278번길,,https://seoulviewbg.framer.website/,,상담과,,,,,naver
사랑인한의원 파주운정,"병원,의원>한의원",피부과,피부과,경기도 파주시 청암로17번길 59 골든에셋타워 2층,경기도,파주시,청암로17번길,,http://www.sarangin.net,,,,,,,naver
미올한의원 파주운정점,"병원,의원>한의원",피부과,피부과,경기도 파주시 미래로 375 삼성프라자 3층,경기도,파주시,미래로,,https://pjmiall.co.kr,,이미지,,,,,naver
마디엠한의원 파주운정점,"병원,의원>한의원",피부과,피부과,경기도 파주시 미래로 369-58 삼융프라자 2차 4층,경기도,파주시,미래로,,,,,,,,,naver
서울365외과의원,병원>건강검진,피부과,피부과,경기도 파주시 경의로 1066 야당중앙타워 4층,경기도,파주시,경의로,,https://youtube.com/@seoul365DR,yt-support-solutions-kr@google.com,,,,,,naver
엘로디의원 파주운정본점,"병원,의원>피부과",피부과,피부과,경기도 파주시 경의로 1204 월드타워10 4층 405호~410호,경기도,파주시,경의로,,https://blog.naver.com/elodieclinic,,,,,,,naver
구래한의원,"병원,의원>한의원",피부과,피부과,경기도 김포시 김포한강4로 487 반도유보라4차상가 2007호,경기도,김포시,김포한강4로,,,,,,,,,naver
김포 리아한의원,"병원,의원>한의원",피부과,피부과,경기도 김포시 김포한강1로 55 김포이솔빌딩 4층 402호,경기도,김포시,김포한강1로,,http://liaclinic.com/,,,,,,,naver
미올한의원 김포점,"병원,의원>한의원",피부과,피부과,"경기도 김포시 김포한강4로 117 홍우프라자 303, 304호",경기도,김포시,김포한강4로,,https://www.instagram.com/slimbalance_,,,,,,,naver
김포365한의원,"병원,의원>한의원",피부과,피부과,경기도 김포시 고촌읍 김포대로 344 정다운가 3층 김포365한의원,경기도,김포시,고촌읍,,https://youtube.com/@gimpo365TV,yt-support-solutions-kr@google.com,,,,,,naver
바른안과의원,"병원,의원>안과",피부과,피부과,경기도 김포시 김포한강8로 378 웅신프라자 6층,경기도,김포시,김포한강8로,,https://blog.naver.com/breyet,,,,,,,naver
셀린의원 광명점,"병원,의원>피부과",피부과,피부과,경기도 광명시 철산로 20 야우리빌딩 8층 801호,경기도,광명시,철산로,,https://www.cellinclinic6.com,webtick@gmail.com,,,,,,naver
시아의원 광명,"병원,의원>피부과",피부과,피부과,경기도 광명시 철산로 16 6층,경기도,광명시,철산로,,https://gwangmyeong.sia-clinic.com/,siaclinicgm@gmail.com,시술을,,,,,naver
톤즈의원 광명점,"병원,의원>피부과",피부과,피부과,경기도 광명시 디지털로 19 7층 톤즈의원,경기도,광명시,디지털로,,https://www.tonesclinic.co.kr/gwangmyeong?lang=ko,,원장의,,,,,naver
휴먼피부과의원 광명철산점,"병원,의원>피부과",피부과,피부과,경기도 광명시 철산로 24 301호,경기도,광명시,철산로,,http://gmhuman.co.kr/,,이미지,,,,,naver
미올한의원 광명,"병원,의원>한의원",피부과,피부과,경기도 광명시 철산로 11 신안빌딩 2층,경기도,광명시,철산로,,https://blog.naver.com/wool14130,,이지혜입,,,,,naver
블리비의원 경기광주점,"병원,의원>피부과",피부과,피부과,경기도 광주시 광주대로 31 지에이타워 4층,경기도,광주시,광주대로,,http://www.velyb.kr/,,,,,,,naver
경기광주S한의원,"병원,의원>한의원",피부과,피부과,경기도 광주시 고불로 40-4 2층,경기도,광주시,고불로,,https://www.youtube.com/@%EA%B2%BD%EA%B8%B0%EA%B4%91%EC%A3%BCS%ED%95%9C%EC%9D%98%EC%9B%90,"stroke2420@gmail.com, yt-support-solutions-kr@google.com",류상현입,,,,,naver
더와이즈헬스케어의원,병원>건강검진,피부과,피부과,"경기도 광주시 광주대로55번길 21 10층, 14층, 15층",경기도,광주시,광주대로55번길,,http://thewisehealthcare.com/,,원장,,,,,naver
365경희한의원,"병원,의원>한의원",피부과,피부과,"경기도 광주시 광주대로 35 4, 7층",경기도,광주시,광주대로,,http://www.365clinic.net/,,원장,,,,,naver
참조은병원,"건강,의료>종합병원",피부과,피부과,경기도 광주시 광주대로 45,경기도,광주시,광주대로,,http://www.chamhosp.co.kr/,"applek99@mdtoday.co.kr, box@seoultimes.news, calltaxi@seoultimes.news, mdtoday@mdtoday.co.kr, press@mdtoday.co.kr",종합병원,,,,,naver
산본중심한의원,"병원,의원>한의원",피부과,피부과,경기도 군포시 산본로323번길 4-17 군포프라자 3층 303호,경기도,군포시,산본로323번길,,http://centersb.co.kr,,,,,,,naver
도담한의원 군포산본,"병원,의원>한의원",피부과,피부과,경기도 군포시 금산로 98 2층,경기도,군포시,금산로,,http://www.dodamclinic.co.kr/,linehard@hanmail.net,,,,,,naver
군포에스한의원,"병원,의원>한의원",피부과,피부과,"경기도 군포시 공단로124번길 23 2층 206호, 207호",경기도,군포시,공단로124번길,,https://ipwon.com/gunpo_s,,,,,,,naver
몸앤장한의원 군포산본,"병원,의원>한의원",피부과,피부과,경기도 군포시 산본천로 56 3층 몸앤장한의원,경기도,군포시,산본천로,,https://blog.naver.com/mnjhani,,,,,,,naver
하우림한의원 산본,"병원,의원>한의원",피부과,피부과,경기도 군포시 산본로323번길 20-17 거성2차빌딩 4층,경기도,군포시,산본로323번길,,https://youtube.com/@painfairy23,"elintc@naver.com, yt-support-solutions-kr@google.com",원장까지,,,,,naver
톤즈의원 하남미사점,"병원,의원>피부과",피부과,피부과,경기도 하남시 미사강변중앙로 180 힐스테이트 미사역 그랑파사쥬 2층 2023~2029호,경기도,하남시,미사강변중앙로,,https://www.tonesclinic.co.kr/hanam,,이벤트,,,,,naver
셀린의원 하남미사점,"병원,의원>피부과",피부과,피부과,경기도 하남시 미사강변동로 81 큐브앤타워 9층,경기도,하남시,미사강변동로,,https://www.cellinclinic5.com/,webtick@gmail.com,,,,,,naver
미엘피부과의원,"병원,의원>피부과",피부과,피부과,"경기도 하남시 미사강변대로 228 메디프라자 502, 503호,601호",경기도,하남시,미사강변대로,,http://mielms.com/,,,,,,,naver
서울미라클피부과의원,"병원,의원>피부과",피부과,피부과,경기도 하남시 미사강변동로 82 4층,경기도,하남시,미사강변동로,,http://www.smiracleskin.com,skinart1004@naver.com,장진호,,,,,naver
온재한의원,"병원,의원>한의원",피부과,피부과,경기도 하남시 미사강변동로 82 서건미사메트로타워 3층 온재한의원,경기도,하남시,미사강변동로,,https://blog.naver.com/onjaehani,,,,,,,naver
정원한의원 오산,"병원,의원>한의원",피부과,피부과,경기도 오산시 성호대로 74 1~2층,경기도,오산시,성호대로,,https://blog.naver.com/27xhd,,,,,,,naver
웰봄병원,"병원,의원>소아청소년과",피부과,피부과,경기도 오산시 경기대로 534 6층,경기도,오산시,경기대로,,http://www.wellbom.co.kr,,,,,,,naver
세교S한의원,"병원,의원>한의원",피부과,피부과,경기도 오산시 청학로 230 정우제이클래스 2층,경기도,오산시,청학로,,http://s-car-net.co.kr/f/osan/,,장지윤,,,,,naver
청담한의원,"병원,의원>한의원",피부과,피부과,경기도 오산시 오산로 266-1 청담한의원,경기도,오산시,오산로,,http://www.hani4.com/,,인사말,,,,,naver
경희바른한의원 오산,"병원,의원>한의원",피부과,피부과,경기도 오산시 경기대로 154 3층 301호 경희바른한의원 오산,경기도,오산시,경기대로,,https://blog.naver.com/khbarunhani,,,,,,,naver
이든한의원,"병원,의원>한의원",피부과,피부과,경기도 이천시 중리천로13번길 21 107호,경기도,이천시,중리천로13번길,,https://blog.naver.com/365kmdclinic,,,,,,,naver
이천에스한의원,"병원,의원>한의원",피부과,피부과,경기도 이천시 이섭대천로 1437 우리타워 6층 602호,경기도,이천시,이섭대천로,,http://www.s-car-net.co.kr/f/icheon_s/,,박기홍,,,,,naver
이천바른몸한의원,"병원,의원>한의원",피부과,피부과,경기도 이천시 이섭대천로 1234 1층 이천바른몸한의원,경기도,이천시,이섭대천로,,https://leandiet.co.kr/@barunmom_2000,,,,,,,naver
연세두루의원,"병원,의원>비뇨의학과",피부과,피부과,경기도 이천시 영창로 200,경기도,이천시,영창로,,http://www.duruclinic.com/,,,,,,,naver
미올한의원 이천점,"병원,의원>한의원",피부과,피부과,경기도 이천시 이섭대천로 1233 화창빌딩 4층,경기도,이천시,이섭대천로,,http://miall-ic.co.kr/,,,,,,,naver
뷰티온의원 안성점,"병원,의원>피부과",피부과,피부과,경기도 안성시 아양1로 77-25 폴리프라자 4층 407-415호,경기도,안성시,아양1로,,https://anseong.beautyon.co.kr/,beautyonmd@gmail.com,김균태,,,,,naver
길한의원,"병원,의원>한의원",피부과,피부과,경기도 안성시 공도읍 공도로 132 골드일번가 3층,경기도,안성시,공도읍,,https://blog.naver.com/koreanmedroad,,,,,,,naver
잇츠미의원 안성,"병원,의원>피부과",피부과,피부과,경기도 안성시 중앙로 366 크리스탈빌딩 3층,경기도,안성시,중앙로,,http://itsme-clinic-as.kr/,content.itsme.clinic@gmail.com,,,,,,naver
나무그늘한의원,"병원,의원>한의원",피부과,피부과,경기도 안성시 중앙로 370,경기도,안성시,중앙로,,https://blog.naver.com/namuomd,,,,,,,naver
제일한의원,"병원,의원>한의원",피부과,피부과,경기도 안성시 공도읍 공도로 83 메디컬프라자 4층 제일한의원,경기도,안성시,공도읍,,https://blog.naver.com/jeilhpt,,,,,,,naver
365키즈소아청소년과의원,"병원,의원>소아청소년과",피부과,피부과,경기도 의왕시 포일로 43 대림프라자 402호,경기도,의왕시,포일로,,http://365kids.co.kr/,,,,,,,naver
청담포레의원,"병원,의원>피부과",피부과,피부과,경기도 의왕시 내손중앙로 4 벨포레스퀘어 3층,경기도,의왕시,내손중앙로,,http://www.foretclinic.com/,,,,,,,naver
의왕참조은내과의원,"병원,의원>내과",피부과,피부과,경기도 의왕시 모락로 28 4층 401호,경기도,의왕시,모락로,,https://blog.naver.com/uwcharm,,,,,,,naver
연세새록의원,"건강,의료>병원,의원",피부과,피부과,"경기도 의왕시 내손중앙로 4 벨포레스퀘어 3층 306호, 307호",경기도,의왕시,내손중앙로,,http://yonseiburns.com,,,,,,,naver
성모정형외과의원,"병원,의원>정형외과",피부과,피부과,경기도 의왕시 모락로 16 현대프라자 502호,경기도,의왕시,모락로,,,,,,,,,naver
365경희사계한의원 옥정,"병원,의원>한의원",피부과,피부과,"경기도 양주시 옥정로 208 301호, 302호, 303호",경기도,양주시,옥정로,,https://blog.naver.com/fourseasonkmc,,,,,,,naver
다시봄날의원 양주옥정,"병원,의원>피부과",피부과,피부과,경기도 양주시 회천남로 76 한덕타워 6층 다시봄날의원 양주옥정점,경기도,양주시,회천남로,,https://yo.springdayclinic.com/,,이미지,,,,,naver
뷰티온피부과의원 양주옥정점,"병원,의원>피부과",피부과,피부과,경기도 양주시 회천남로 76 1동 4층 404호,경기도,양주시,회천남로,,https://yangju.beautyon.co.kr/,beautyonmd@gmail.com,원상현,,,,,naver
이안산부인과의원,"병원,의원>산부인과",피부과,피부과,경기도 양주시 옥정로 222 스카이타워 5층 502~504호,경기도,양주시,옥정로,,https://blog.naver.com/ianobgy,,,,,,,naver
감동한의원 양주,"병원,의원>한의원",피부과,피부과,경기도 양주시 옥정로 142,경기도,양주시,옥정로,,https://blog.naver.com/llbmhlyy,,,,,,,naver
든든한의원 구리,"병원,의원>한의원",피부과,피부과,경기도 구리시 체육관로80번길 23 2층,경기도,구리시,체육관로80번길,,https://blog.naver.com/deundeun-k,,,,,,,naver
라디앙의원 구리본점,"병원,의원>피부과",피부과,피부과,경기도 구리시 건원대로 3 4층 402~404호,경기도,구리시,건원대로,,https://blog.naver.com/tldus6522,,,,,,,naver
백점한의원,"병원,의원>한의원",피부과,피부과,경기도 구리시 안골로57번길 36-18 2층,경기도,구리시,안골로57번길,,https://blog.naver.com/100jeom_official,,,,,,,naver
메이퓨어의원 구리점,"병원,의원>피부과",피부과,피부과,경기도 구리시 검배로 5 우진빌딩 2층,경기도,구리시,검배로,,https://www.maypureclinic.com/ko/,,,,,,,naver
톡스앤필의원 구리점,"병원,의원>피부과",피부과,피부과,경기도 구리시 경춘로 253 다우스퀘어 7층 톡스앤필의원 구리점,경기도,구리시,경춘로,,http://www.toxnfill23.com/,bbg@bbgnetworks.com,피부,,,,,naver
강병원,"건강,의료>병원,의원",피부과,피부과,경기도 포천시 포천로 1570 정우빌딩,경기도,포천시,포천로,,,,,,,,,naver
매일온한의원 포천,"병원,의원>한의원",피부과,피부과,경기도 포천시 중앙로 73 1층,경기도,포천시,중앙로,,https://www.instagram.com/maeilon_kmd,,,,,,,naver
서울의원,"병원,의원>피부과",피부과,피부과,경기도 포천시 중앙로 138,경기도,포천시,중앙로,,http://dr9clinic.com/,,구경진,,,,,naver
정담피부과의원,"병원,의원>피부과",피부과,피부과,경기도 포천시 소흘읍 봉솔로5길 27 삼성프라자 4층 401호,경기도,포천시,소흘읍,,,,,,,,,naver
일동대영한의원 포천,"병원,의원>한의원",피부과,피부과,경기도 포천시 일동면 화동로 1069 1층 일동대영한의원,경기도,포천시,일동면,,http://myhani.kr/ildonghani,,,,,,,naver
외갓집한의원 여주,"병원,의원>한의원",피부과,피부과,경기도 여주시 청심로 161,경기도,여주시,청심로,,http://blog.naver.com/duksan886/223073852242,,,,,,,naver
중앙한방병원,"건강,의료>한방병원",피부과,피부과,경기도 여주시 세종로14번길 18 중앙프라자 2층,경기도,여주시,세종로14번길,,http://www.ja1075.com,,,,,,,naver
여주아산내과의원,"병원,의원>내과",피부과,피부과,"경기도 여주시 세종로 10 2층 203호,204호",경기도,여주시,세종로,,http://pf.kakao.com/_xeGsaxj,,,,,,,naver
김한의원,"병원,의원>한의원",피부과,피부과,경기도 여주시 세종로 74-1,경기도,여주시,세종로,,https://blog.naver.com/goldhani_,,,,,,,naver
하나연합의원,"병원,의원>내과",피부과,피부과,경기도 여주시 가남읍 태평로 30,경기도,여주시,가남읍,,,,,,,,,naver
최고한의원,"병원,의원>한의원",피부과,피부과,경기도 동두천시 지행로 50 3층,경기도,동두천시,지행로,,http://thebesthani.com/,,,,,,,naver
뉴라인의원,"병원,의원>피부과",피부과,피부과,경기도 동두천시 중앙로 110-17 3층,경기도,동두천시,중앙로,,https://blog.naver.com/newlineclinic,,,,,,,naver
해성산부인과의원,"병원,의원>산부인과",피부과,피부과,경기도 동두천시 정장로 34 해성빌딩 해성산부인과의원,경기도,동두천시,정장로,,https://www.youtube.com/user/HappyBirth119,"happytaegyo@naver.com, yt-support-solutions-kr@google.com",,,,,,naver
속내과의원,"병원,의원>내과",피부과,피부과,경기도 동두천시 지행로 56,경기도,동두천시,지행로,,,,,,,,,naver
경희지행한의원,"병원,의원>한의원",피부과,피부과,경기도 동두천시 평화로 2297,경기도,동두천시,평화로,,https://blog.naver.com/khjhkmc,,,,,,,naver
밴스의원 과천,"병원,의원>피부과",피부과,피부과,경기도 과천시 관문로 92 오피스 101동 507호~512호,경기도,과천시,관문로,,https://gwacheon.vandsclinic.co.kr/?channel=956,,,,,,,naver
유앤아이의원 과천점,"병원,의원>피부과",피부과,피부과,경기도 과천시 과천대로 111 201~209호,경기도,과천시,과천대로,,https://www.gcuni114.co.kr/,mdvision@nate.com,원장님,,,,,naver
서울삼성튼튼의원,"병원,의원>정형외과",피부과,피부과,경기도 과천시 별양로 28 래미안슈르아파트상가 A동 3층,경기도,과천시,별양로,,https://blog.naver.com/criterions105,,네이버,,,,,naver
과천예일의원,"건강,의료>병원,의원",피부과,피부과,경기도 과천시 별양상가1로 30 4층,경기도,과천시,별양상가1로,,http://www.yaleclinic.com/,,배광준,,,,,naver
조은피부과의원,"병원,의원>피부과",피부과,피부과,"경기도 과천시 별양상가3로 5 유니온빌딩 2층 202호, 3층 303호",경기도,과천시,별양상가3로,,https://blog.naver.com/fvaixim298,,,,,,,naver
청평활명요양병원,"건강,의료>요양병원",피부과,피부과,경기도 가평군 청평면 북한강로1604번길 64-28,경기도,가평군,청평면,,https://hwalmyeong.co.kr,,,,,,,naver
한림의원,"건강,의료>병원,의원",피부과,피부과,경기도 가평군 가평읍 석봉로 218 한림의원,경기도,가평군,가평읍,,,,,,,,,naver
임내과의원,"병원,의원>내과",피부과,피부과,경기도 가평군 가평읍 연인1길 1 임내과의원,경기도,가평군,가평읍,,http://www.drimh.com/,,,,,,,naver
김외과의원,"병원,의원>외과",피부과,피부과,경기도 가평군 조종면 현창로 39 김의과의원,경기도,가평군,조종면,,,,,,,,,naver
건유의원,"건강,의료>병원,의원",피부과,피부과,경기도 가평군 가평읍 가화로 47 건유의원,경기도,가평군,가평읍,,,,,,,,,naver
편안한내과통증영상의학과의원,"병원,의원>내과",피부과,피부과,"경기도 양평군 양평읍 시민로 31 2층, 3층, 4층",경기도,양평군,양평읍,,,,,,,,,naver
고영석정형외과의원,"병원,의원>정형외과",피부과,피부과,경기도 양평군 양평읍 시민로 6-1,경기도,양평군,양평읍,,,,,,,,,naver
