hospital_name,address,naver_website,naver_phone
목동리뉴의원,"서울특별시 양천구 등촌로 32, 목동 태영프라자 9층 (목동)",,
목동리더스피부과의원,"서울특별시 양천구 오목로 299, 목동트라팰리스 이스턴에비뉴 가로변상가 703,704호 (목동)",https://leaders-mt.com/,02-2605-2700
목동사이렌의원,"서울특별시 양천구 등촌로 2, 202호 (목동)",,
목동연세가정의학과의원,"서울특별시 양천구 목동중앙본로 68-1, 2층 (목동)",https://blog.naver.com/mdys365,02-2644-3650
목동원핏가정의학과의원,"서울특별시 양천구 오목로 345, 목동 슬로우스퀘어 2층 206~208호 (목동)",https://blog.naver.com/onefitclinic,02-6949-2091
목동톡스앤필의원,"서울특별시 양천구 신정중앙로 103, 4층 (신정동)",http://www.toxnfill41.com/,02-2692-1131
목차수내과의원,"서울특별시 강동구 구천면로 658, 3층 (상일동)",,
몸과맘편한의원,"서울특별시 도봉구 마들로 657, 208,209호 (방학동, 이에스에이아파트)",,
무지개소아청소년과의원,"서울특별시 강동구 아리수로50길 50, 4층 (고덕동, 래미안힐스테이트고덕)",,
무지개의원,"서울특별시 강남구 논현로 409, 2층 (역삼동)",,
묵동제일정형외과의원,"서울특별시 중랑구 동일로 933, 묵동제일정형외과 (묵동)",,
문비뇨기과의원,"서울특별시 노원구 화랑로 325, 3층 (월계동, 우현빌딩)",,
문상은피부과의원,"서울특별시 서초구 잠원로 94, 3층 (잠원동, 한신상가)",,
문희식내과의원,"서울특별시 구로구 경인로 201, 2층 (오류동)",,
므두셀라의원,"서울특별시 강남구 논현로134길 15, 3~4층 (논현동)",,
미드림피부과의원,"서울특별시 성동구 왕십리로 309, 304호 (행당동, 왕십리역이스타빌 )",http://www.mi-dream.co.kr/,02-2292-7700
미래365연합의원,"서울특별시 양천구 곰달래로5길 17, 신월프라자 103,104,105,109호 (신월동)",,
미래비뇨기과의원,"서울특별시 노원구 동일로203가길 29, 브라운스톤 296-297호 (중계동)",,
미래안과의원,"서울특별시 강북구 도봉로 341, (수유동)",http://www.miraelasik.com/,02-990-7742
미래의원,"서울특별시 동대문구 왕산로 20, 3층 (신설동)",https://blog.naver.com/seoulmirae,02-929-3200
미래의원,"서울특별시 노원구 초안산로5길 12, 월계프라자 (월계동)",http://lasik.ilikedoc.kr/,02-900-4255
미래의원,"서울특별시 종로구 종로41길 49, 2층 (종로6가)",http://www.miraeobgy.com,02-742-6662
미모아피부과의원,"서울특별시 강동구 양재대로 1325, (성내동)",http://www.mimoaskin.com/,02-484-3463
미몽피부과의원,"서울특별시 동대문구 이문로 30, 3층 (휘경동)",,
미사랑의원,"서울특별시 금천구 시흥대로 187, 2,3층 (시흥동)",http://www.melove99.com/new2016/index.html,02-805-5110
미소지앤의원,"서울특별시 은평구 통일로67길 3, 6층 (대조동)",http://www.misozn.co.kr/,02-376-7572
미소진의원,"서울특별시 동대문구 휘경로3길 4, (이문동)",,
미소퀸의원,"서울특별시 강서구 방화동로 45, (방화동)",http://www.misoqueen.co.kr/,02-2665-7587
미아사거리톡스앤필의원,"서울특별시 강북구 도봉로 34, 2층 (미아동, 트레지오빌딩)",http://www.toxnfill39.com,02-983-7585
미아중앙의원,"서울특별시 강북구 오패산로52길 52, 용빌딩 1층 (미아동)",,
미앤슬현대의원,"서울특별시 강서구 공항대로 18-1, 102, 103, 104호 (공항동, 이스카이오피스텔)",,
미즈여성의원,"서울특별시 동작구 보라매로 113, (대방동)",https://blog.naver.com/mizwoman03,02-815-6800
민트이비인후과의원,"서울특별시 강남구 자곡로 201, 201호,202호 (자곡동, 강남더샵라르고빌딩)",,
민피부과의원,"서울특별시 동대문구 전농로 134, (전농동)",http://www.min-clinic.co.kr/,02-2212-5300
바디프랜드부속의원,"서울특별시 강남구 양재천로 163, 바디프랜드 도곡타워 5층 (도곡동)",,
바로바로의원,"서울특별시 도봉구 시루봉로 290, (도봉동, 1~3층)",,
바로척마취통증의학과의원,"서울특별시 성북구 성북로 11, 2층 (성북동1가)",https://blog.naver.com/barochuk365,02-928-2272
바른명마취통증의학과의원,"서울특별시 도봉구 덕릉로 238, (창동)",,
바른의원,"서울특별시 관악구 신림로 198, 1~2층 (신림동)",https://blog.naver.com/guroclinic,02-875-9300
바른재활의학과의원,"서울특별시 동작구 장승배기로 119, 1층 (노량진동, 현대치과의원)",http://www.sbrehab.co.kr,02-817-2220
바른정형외과의원,"서울특별시 구로구 오류로8길 57, 대성빌딩 2층 (오류동)",https://blog.naver.com/barunos2004,02-2060-0075
바른정형외과의원,"서울특별시 은평구 응암로 235, 2층 (응암동)",,
박경웅마취통증의학과의원,"서울특별시 영등포구 당산로 166, 3층 (당산동4가, 박의원 빌딩)",,
박병규내과의원,"서울특별시 강북구 도봉로 190, (미아동, 비전빌딩)",,
박병섭내과의원,"서울특별시 은평구 통일로 901, 2층 (갈현동)",,
박상근신경외과의원,"서울특별시 노원구 동일로 1371, 302호 (상계동, 현대프라자빌딩)",,
박상현소아청소년과의원,"서울특별시 성북구 보국문로 33, 204호 (정릉동)",,
박성균소아청소년과의원,"서울특별시 서대문구 문화촌길 6, 승희빌딩 5층 (홍제동)",,
박성신의원,"서울특별시 관악구 신원로 16, (신림동)",,
박성현피부과의원,"서울특별시 동작구 동작대로 89, 503층 (사당동, 곧른시네마타워)",http://www.psh-skin.com,02-534-9991
박성휘내과의원,"서울특별시 관악구 난곡로 264, 3층 302호 (신림동, 난곡프라자)",,
박소아청소년과의원,"서울특별시 성북구 보문로 93, 4층 (보문동5가)",https://blog.naver.com/drblueseadr,02-953-7582
박영우정형외과의원,"서울특별시 강동구 구천면로 295, (천호동)",,
박용현비뇨기과의원,"서울특별시 성동구 왕십리로 309, 405호 (행당동, 왕십리역이스타빌)",,
박정수연세의원,"서울특별시 서초구 방배로 32, 205호 (방배동)",,
박제상재활의학과의원,"서울특별시 은평구 통일로 750, 2층 (불광동)",,
박진소아청소년과의원,"서울특별시 영등포구 대림로 157, (대림동)",,
박철수내과의원,"서울특별시 구로구 개봉로 30, 3층 (개봉동, 로얄타워)",,
박태군내과의원,"서울특별시 동작구 사당로 196, 302호 (사당동, 거목프리미엄상가)",,
박현철피부과의원,"서울특별시 도봉구 노해로63길 78, (창동)",,
박환실비뇨기과의원,"서울특별시 중구 무교로 17, 무교빌딩 4층 (무교동)",,
박효대내과의원,"서울특별시 종로구 자하문로2길 4, 2층 203호 (적선동, 경복빌딩)",,
반포비앤씨피부과의원,"서울특별시 서초구 반포대로 287, 래미안퍼스티지 중심상가 3층 333-335호 (반포동)",,
밝은소리이비인후과의원,"서울특별시 은평구 은평로 170, 303호 (응암동, 상현빌딩)",,
방배고운세상피부과의원,"서울특별시 서초구 동작대로 134, 가나안빌딩 7층 (방배동)",,
방이내과의원,"서울특별시 송파구 가락로 277, (방이동)",http://topplusdc.com,02-423-3541
방이아산가정의학과의원,"서울특별시 송파구 백제고분로48길 27, 302호 (방이동, 성우빌딩)",,
방패의원,"서울특별시 관악구 과천대로 851, 1층 (남현동, 한울아파트)",,
방학서울의원,"서울특별시 도봉구 도당로 80, 지상 3,4층 (방학동)",http://srdental.co.kr/,956-4080
배내과의원,"서울특별시 영등포구 국제금융로7길 22, 214호 (여의도동, 대교상가)",http://doctorbae.co.kr/,02-786-8906
배비뇨기과의원,"서울특별시 금천구 시흥대로 222, 2층 (시흥동)",http://www.doctorgood.co.kr/,02-802-5570
백상기백광현내과의원,"서울특별시 송파구 토성로 65, 202-4호 (풍납동, 태양상가)",,
백서영비뇨기과의원,"서울특별시 동대문구 답십리로 276, (장안동)",,
백설소아과의원,"서울특별시 중구 다산로 32, 상가5동 2층 225호 (신당동, 남산타운)",,
백제열린의원,"서울특별시 강북구 오패산로 112, 2,3층 (미아동)",,
백피부과의원,"서울특별시 마포구 연희로 5, 2층 (동교동)",http://skindr.co.kr/,02-334-1484
백합의원,"서울특별시 용산구 후암로 35, (후암동, 백합선교관)",http://www.lilyclinic.co.kr/,02-774-7557
베리굿외과의원,"서울특별시 송파구 송파대로 558, 3층 306호 (신천동, 월드타워빌딩)",https://verygoodns.imweb.me/index,02-418-1579
베스타의원,"서울특별시 송파구 오금로11길 55, 2층 (방이동, 현대주상복합빌딩)",,
베스톤비뇨기과의원,"서울특별시 관악구 난곡로 367, 4층 402호 (신림동, 경신빌딩)",http://bestoneclinic.cafe24.com,02-861-6235
베스트가정의학과의원,"서울특별시 노원구 덕릉로 694, 2층 (중계동, 수암약국)",https://blog.naver.com/nowonbest,02-936-0075
베스트의원,"서울특별시 서대문구 홍은중앙로 100-1, (홍은동)",http://m.besthealingclinic.co.kr/,02-379-3375
베스트의원,"서울특별시 관악구 남부순환로 1631, (신림동, 왕도빌딩)",https://smbestclinic.imweb.me/,02-888-1312
베스트이화의원,"서울특별시 강남구 강남대로122길 47, 2층 (논현동)",,
변정섭내과의원,"서울특별시 양천구 중앙로 247, (신정동)",,
변혜란소아청소년과의원,"서울특별시 서초구 반포대로 58, 213-1호 (서초동, 서초아트자이상가)",,
별소아청소년과의원,"서울특별시 양천구 신정로 312, 뉴프라자 404호 (신정동)",http://365star.ilikedoc.kr/,02-2694-1527
보람메트로피부과의원,"서울특별시 동작구 보라매로5가길 16, 512호 (신대방동, 아카데미타워)",,
보람연합의원,"서울특별시 종로구 종로 201-1, (종로4가)",,
보문제일의원,"서울특별시 성북구 보문로 94, (보문동4가, 화성빌딩)",,
보스턴은소아청소년과의원,"서울특별시 관악구 양녕로 46, 302호 (봉천동, 메카플러스)",,
보인내과의원,"서울특별시 동대문구 이문로 119, 보인빌딩 4, 5층 (이문동)",,
본가정의학과의원,"서울특별시 송파구 올림픽로 435, (신천동, 파크리오B상가 411호)",https://sites.google.com/view/bonfamily,02-3431-7937
본마디의원,"서울특별시 광진구 용마산로 44, 2층 (중곡동)",http://www.bonemadiclinic.co.kr/,02-3437-8855
"봄,그림내과의원","서울특별시 양천구 곰달래로 47, 3층 (신월동, 백석빌딩)",,
봄가정의학과의원,"서울특별시 용산구 원효로 51, (산천동,삼성테마트 202호)",,
봄날내과의원,"서울특별시 송파구 오금로32길 35, (송파동)",,
봄빛서울의원,"서울특별시 성북구 북악산로 844, 상가동 303호 (돈암동, 브라운스톤)",,
봉천연세가정의원,"서울특별시 관악구 은천로 35, (봉천동)",http://healthyfriend.co.kr/,02-876-7582
북부성모의원,"서울특별시 강북구 한천로 1152, (수유동)",,
뷰티온의원 강서점,"서울특별시 강서구 마곡중앙6로 93, 열린프라자 801,802,803호 (마곡동)",https://gangseo.beautyon.co.kr/,02-2668-7785
브이앤엠제이(V&MJ)피부과의원,"서울특별시 강남구 도산대로 303, B1~5층 (신사동)",,
브이에스라인의원,"서울특별시 강남구 압구정로30길 51, I.S.A 빌딩 3층 (신사동)",,
비-스킨피부과의원,"서울특별시 도봉구 도봉로 575, 307호 (쌍문동, 삼환프라자)",,
비앤비이비인후과의원,"서울특별시 노원구 한글비석로 254, 305호 (중계동, 대명프라자)",,
비에프작은별피부과의원,"서울특별시 영등포구 국제금융로6길 26, 한국노총 4층 (여의도동)",http://bfstar.co.kr/,02-6277-2220
비타민소아청소년과의원,"서울특별시 강동구 아리수로93나길 54, 경서프라자 4층 401,402호 (강일동)",,
비타민의원,"서울특별시 광진구 천호대로 671, 파크타운 204호 (구의동)",http://www.vitaminclinic.kr,02-446-8881
비타민의원,"서울특별시 중랑구 망우로 473, 무궁화빌딩 3층 (망우동)",https://youtube.com/@비타민의원,02-493-0900
비해피이상양의원,"서울특별시 강북구 도봉로 40, (미아동, 대경빌딩)",,
빈중선내과의원,"서울특별시 중랑구 면목로27길 80, (면목동)",,
사당서울뷰의원,"서울특별시 동작구 동작대로 7, 산광빌딩 3층 (사당동)",https://seoulview-sadang.imweb.me/,02-521-4463
사당연세365의원,"서울특별시 관악구 과천대로 939, 르메이에르강남타운2 301,302,303-1,303-2,310호 (남현동)",,
사당연세의원,"서울특별시 동작구 동작대로29길 69, 202,203호 (사당동, 두성프라자)",http://yonseibarun.com/,02-592-2225
사랑미소의원,"서울특별시 동작구 노량진로 202, 남강타워 1층 101호 (노량진동)",,
사랑아이소아청소년과의원,"서울특별시 성동구 마장로 137, 221동 2층 108,109호 (상왕십리동, 텐즈힐몰)",http://www.sarangi.co.kr/,02-2282-4321
사랑의소아청소년과의원,"서울특별시 강서구 강서로 154, 4층 402호 (화곡동, 힐탑빌딩)",http://www.sarangmc.co.kr/,02-2690-9998
산소피부과의원,"서울특별시 강남구 압구정로50길 9, 2, 3층 (신사동)",https://leaders-mg.com/,516-0202
삼성드림소아청소년과의원,"서울특별시 강북구 오현로 193-0, 3층 (번동, 한성빌딩)",https://blog.naver.com/tenigirl,02-988-8288
삼성드림소아청소년과의원,"서울특별시 성동구 성덕정길 106, 2층 (성수동2가)",https://short.ddocdoc.com/sybndd,02-497-1007
삼성드림소아청소년과의원,"서울특별시 영등포구 선유로 76, 301호 (문래동3가, 동국메뜨리앙)",http://pf.kakao.com/_pLxjexb,02-2636-0275
삼성드림소아청소년과의원,"서울특별시 강남구 선릉로 225, 도곡렉슬상가 2층 215,216호 (도곡동)",https://short.ddocdoc.com/1qwg88,02-571-7112
삼성드림의원,"서울특별시 성동구 고산자로 164, 3층 (행당동, 한신아파트상가)",http://www.ssdream.co.kr/,02-2281-8875
삼성드림의원,"서울특별시 용산구 이촌로 103, 2층 (한강로3가)",http://www.ssdream.co.kr/,02-796-7178
삼성드림의원,"서울특별시 양천구 신정이펜2로 20, 4층 403호, 404호 (신정동, 서남프라자1)",https://dreammed.medisay.co.kr/,02-2699-0011
삼성마취통증의학과의원,"서울특별시 성동구 고산자로 345, 고운타워 2층 201,204호 (마장동)",,
삼성맑은내과의원,"서울특별시 송파구 거마로 14, 청송빌딩 2층 (거여동)",https://blog.naver.com/samsung7979_,02-400-8877
삼성메디칼의원,"서울특별시 마포구 마포대로8길 9, 2층 (공덕동)",,
삼성물산(주)부속의원,"서울특별시 강동구 상일로6길 26, 글로벌엔지니어링센터 B1층 (상일동)",,
삼성바른의원,"서울특별시 동대문구 전농로 134, 1층 (전농동)",https://blog.naver.com/samsungbarunc,02-6951-4733
삼성밴스의원,"서울특별시 강남구 테헤란로 511, PARK TEN 삼성 2층 (삼성동)",https://samseong.vandsclinic.co.kr/?channel=1385&detailChannel=0&gChannel=0,02-6956-0035
삼성보스톤내과의원,"서울특별시 종로구 종로 261, 3,4,5층 (종로6가)",,
삼성서울의원,"서울특별시 강서구 강서로45길 174, 3층 (내발산동, SM타워)",http://www.samsunghospital.com/,02-2666-1888
삼성서울키즈소아청소년과의원,"서울특별시 은평구 백련산로 84, (응암동)",,
삼성손앤박이비인후과의원,"서울특별시 성북구 종암로 123, 2층 202호 (종암동)",,
삼성신내과의원,"서울특별시 구로구 남부순환로 775, (개봉동, 개봉푸르지오)",http://samsungnew.com,02-2060-9696
삼성신내과의원,"서울특별시 광진구 아차산로 208, 상록빌딩 2층 (자양동)",http://samsungnew.com,02-469-0114
삼성에스디에스(주)부속의원,"서울특별시 송파구 올림픽로35길 125, B2층 (신천동)",,
삼성연세산부인과의원,"서울특별시 강남구 테헤란로 514, 4층 (대치동, 삼흥2빌딩)",https://www.yseromobgy.com/,569-2600
삼성영재소아청소년과의원,"서울특별시 강서구 양천로 690, 2층 (염창동, 호서빌딩)",,
삼성의원,"서울특별시 동작구 상도로 356, 3,4층 (상도동)",https://feel-clinic.co.kr/,816-3352
삼성이앤에이(주) 부속의원,"서울특별시 강동구 상일로6길 26, 지1층 (상일동)",,
삼성정내과의원,"서울특별시 송파구 석촌호수로 160, 301호 (삼전동, 수연빌딩)",,
삼성정형외과의원,"서울특별시 금천구 독산로 290, (독산동)",http://samsungos.kr,02-858-3307
삼성정형외과의원,"서울특별시 영등포구 영등포로 157, (당산동1가)",http://sspillos.com/,02-2068-8275
삼성제일외과의원,"서울특별시 광진구 뚝섬로 613, 2층 (자양동)",http://www.sjmc136.com/,02-458-8921
삼성클린의원,"서울특별시 금천구 시흥대로 426, 5층 (독산동)",,
삼성키즈소아청소년과의원,"서울특별시 광진구 아차산로 478, 4층 (구의동)",https://blog.naver.com/ajtwlsxlrj,02-452-7787
삼성키즈소아청소년과의원,"서울특별시 성동구 매봉길 13, 지하층 208호 (옥수동, 래미안옥수리버젠 상가)",https://blog.naver.com/ajtwlsxlrj,02-2296-8275
삼성키즈소아청소년과의원,"서울특별시 양천구 등촌로 32, 303호 (목동, 태영프라자)",https://blog.naver.com/samsungpedm,02-2062-7575
삼성키즈소아청소년과의원,"서울특별시 성북구 길음로 33, 상가B동 지하1층 20호 (길음동)",https://blog.naver.com/ajtwlsxlrj,941-7275
삼성키즈소아청소년과의원,"서울특별시 서대문구 수색로 100, 103동 6호 (북가좌동, DMC래미안e편한세상)",https://blog.naver.com/ajtwlsxlrj,02-3151-0154
삼성키즈아이(I)소아청소년과의원,"서울특별시 성동구 무학로 33, 151동 203호 (하왕십리동, 텐즈힐1단지상가)",,
삼성탑의원,"서울특별시 관악구 광신길 217, 1층 (신림동)",http://www.sstopns.co.kr/,02-832-6548
삼성튼튼소아청소년과의원,"서울특별시 종로구 송월길 99, 2217호호 (홍파동, 경희궁자이)",https://blog.naver.com/samsungtntn1,02-737-7585
삼성포근한내과의원,"서울특별시 송파구 백제고분로 446, 송암빌딩 201호 (방이동)",,
삼성푸른소아청소년과의원,"서울특별시 마포구 마포대로 201, 1층 (아현동, 트라팰리스2차, 110호, 111호 일부)",http://sspureun.co.kr/,070-5055-6060
삼성플러스의원,"서울특별시 도봉구 노해로 384, 203호 (창동, 동아상가)",http://www.samsungplus.kr,998-0075
삼육오속편한내과의원,"서울특별시 영등포구 도신로 235, 4층 401호 (신길동)",http://www.365sok.com/,02-6953-4365
삼전내과의원,"서울특별시 송파구 백제고분로 210, 2층 (삼전동)",https://www.seoulof.com/,02-425-1401
상아피부과의원,"서울특별시 서대문구 통일로 436, (홍제동)",,
상암디엠씨(DMC) 메이퓨어의원,"서울특별시 마포구 월드컵북로 402, 케이지아이티센터 3층 311, 312,313호 (상암동)",,
상일에이치(H)내과의원,"서울특별시 강동구 상일로 74, 2층 (상일동, 고덕리엔파크3단지아파트)",,
새봄마취통증의학과의원,"서울특별시 강북구 도봉로 142, 2층 (미아동)",https://neulsaebomrehab.medisay.co.kr,02-988-5267
새사당의원,"서울특별시 동작구 사당로 301, 2층 (사당동)",,
새서울외과의원,"서울특별시 동대문구 장한로 144, (장안동)",https://blog.naver.com/kgn1208,02-2242-3631
새연세정형외과의원,"서울특별시 노원구 공릉로 187, 304호 (공릉동, 건설빌딩)",,
새천년연세의원,"서울특별시 서대문구 홍연길 87, 2층 (연희동)",,
새힘신경외과의원,"서울특별시 관악구 신림로 137, 3층 (신림동)",http://saehimhospital.com,02-877-9119
생강의료생활협동조합 돋움의원,"서울특별시 영등포구 영신로 238, 2층 (영등포동8가, 미소로)",,
생활마취통증의학과의원,"서울특별시 서대문구 수색로 48, 대화빌딩 3층 (남가좌동)",,
샤인유 의원,"서울특별시 광진구 아차산로 191, 동신빌딩 4층 (화양동)",http://shineyou-gd.co.kr/,02-572-1033
서대문연세이비인후과의원,"서울특별시 서대문구 통일로 131, 공화당빌딩 5층 (충정로2가)",https://blog.naver.com/passionent,02-364-9925
서대문정형외과의원,"서울특별시 서대문구 충정로 70, 웨스트게이트타워 2층 (미근동)",http://홍제삼성본.com/,02-365-0119
서부성모의원,"서울특별시 은평구 불광로 60, 2층 201호 (불광동)",,
서서울의원,"서울특별시 강서구 등촌로 69, 우덕빌딩 3층 (등촌동)",,
서아송피부과의원,"서울특별시 서초구 강남대로39길 5, 202호,203호 (서초동, 서초두산위브)",http://www.sasclinic.com/,571-6339
서울U비뇨의학과의원,"서울특별시 서대문구 통일로 135, 충정빌딩 3층 (충정로2가)",http://www.seoulu-uro.co.kr,02-6383-3320
서울가정의원,"서울특별시 동작구 만양로 26, 206호 (상도동, 건영아파트상가)",,
서울가정의원,"서울특별시 광진구 아차산로29길 51, 2층 (화양동)",,
서울가정의원,"서울특별시 관악구 난곡로 209, 2층 (신림동)",,
서울가정의학과의원,"서울특별시 마포구 포은로 68, 2층 (망원동)",https://daybeauclinic02.com/branch/,02-323-9102
서울가정의학과의원,"서울특별시 서대문구 세검정로1길 93, 상가A동 207호 (홍은동, 벽산아파트)",,
서울가정의학과의원,"서울특별시 종로구 통일로12길 23, 308호 (무악동, 무악현대아상가)",,
서울가정의학과의원,"서울특별시 강북구 솔샘로 243, (미아동)",,
서울가정의학과의원,"서울특별시 강서구 가로공원로76길 56, 2층 (화곡동)",,
서울가정의학과의원,"서울특별시 강동구 양재대로 1466, (길동)",,
서울강남재활의학과의원,"서울특별시 강남구 선릉로 227, 102호 (도곡동)",http://www.samsunghospital.com/,02-573-7573
서울건강내과의원,"서울특별시 광진구 자양로15길 51-1, 진덕빌딩 2층 (자양동)",,
서울구로디지털의원,"서울특별시 구로구 디지털로27가길 17, 오닉스 지식산업센터 201~208호 (구로동)",http://www.goodmclinic.com/,02-839-5544
서울굿모닝내과의원,"서울특별시 광진구 뚝섬로 595, 2층 (자양동)",http://www.gm7175.com/,02-452-3434
서울김내과의원,"서울특별시 서초구 논현로 63, 한덕빌딩 1층 (양재동)",https://blog.naver.com/dreammachinemedia/221716473485,02-573-5550
서울김정아소아청소년과의원,"서울특별시 관악구 관악로 234, 2층 (봉천동)",,
서울내과의원,"서울특별시 광진구 광나루로 351, 2층 (군자동)",,
서울내과의원,"서울특별시 중랑구 공릉로2길 8-4, 2층 203~206호 (묵동, 칼튼테라스)",,
서울내과의원,"서울특별시 강서구 양천로 73, 2층 201호 (방화동)",https://seouldia.com,02-2664-5555
서울내과의원,"서울특별시 영등포구 의사당대로 26, 208, 209호 (여의도동)",,
서울대방내과의원,"서울특별시 동작구 등용로 115, 2층 201호 (대방동, 엘리시아빌딩)",http://seoulminplus.com/,02-815-7533
서울대입구 닥터에버스의원,"서울특별시 관악구 관악로 164, 305,306호 (봉천동, 대우디오슈페리움1단지)",http://www.evers3.co.kr/,02-876-2010
서울대학교직장부속의원,"서울특별시 관악구 관악로 1, 63동 3층 (신림동)",,
서울더맑은피부과의원,"서울특별시 광진구 아차산로 480, 2층 201호 (구의동)",https://themalgeunskinclinic.com,02-446-0100
서울동부구치소부속의원,"서울특별시 송파구 정의로 37, (문정동)",,
서울라파의원,"서울특별시 광진구 광나루로 534, (구의동)",,
서울락비뇨기과의원,"서울특별시 종로구 종로 19, 르메이에르종로타운 325호 (종로1가)",,
서울로움산부인과의원,"서울특별시 구로구 경인로 204, 401호 (오류동)",,
서울류내과의원,"서울특별시 강북구 한천로 1120, 영우빌딩 2층 (수유동)",http://blog.naver.com/nakwonje/220758419626,02-6953-9080
서울마취통증의학과의원,"서울특별시 성동구 왕십리로 315, 6층 (행당동, 한동타워)",,
서울메디안의원,"서울특별시 강동구 성안로 156, 3층 (길동)",,
서울메디칼연합의원,"서울특별시 중랑구 신내역로 165, 2층 (신내동)",,
서울미래정형외과의원,"서울특별시 성북구 종암로21길 3, 용진빌딩 4,5층 401,402,501,502호 (종암동)",https://blog.naver.com/seoulmirae,02-953-1414
서울바른가정의학과의원,"서울특별시 성북구 정릉로10길 42-2, 3층 (정릉동)",https://www.instagram.com/brpainrehab,02-915-7575
서울바른내과의원,"서울특별시 강북구 삼양로 502, 3~4층 (수유동)",https://서울바른내과피부과.com,02-995-5000
서울베데스다의원,"서울특별시 송파구 백제고분로 283, 지하1,2~7층 (석촌동)",,
서울베스트의원,"서울특별시 강남구 자곡로3길 21, (자곡동, LH강남힐스테이트상가 B201호)",http://www.kbestclinic.com/,02-3411-9500
서울복지의원,"서울특별시 영등포구 도림로 148, 대동빌딩 2층 201호 (대림동)",,
서울비29이비인후과의원,"서울특별시 강남구 논현로 570, 부봉빌딩 2층 (역삼동)",,
서울삼성내과의원,"서울특별시 은평구 서오릉로 203, 2층 (구산동)",http://www.bssclinic.com/,02-353-1011
서울삼성내과의원,"서울특별시 관악구 양녕로 50, 금강빌딩 6층 (봉천동)",http://www.bssclinic.com/,02-876-5553
서울삼성내과의원,"서울특별시 강동구 고덕로 133, 512호 (암사동, 강동롯데캐슬퍼스트아파트 상가동)",http://www.bssclinic.com/,02-441-9114
서울삼성내과의원,"서울특별시 동대문구 사가정로 80, 답십리 뉴타운 카운티 에비뉴 4층 (답십리동)",http://www.서울삼성내과.com/,02-2243-3338
서울삼성수가정의학과의원,"서울특별시 중랑구 신내로 45, 401호 (신내동)",,
서울삼성의원,"서울특별시 송파구 가락로 214, 2층 201호 (송파동, 창우빌딩)",https://blog.naver.com/seoulssclinic,02-422-7227
서울삼성의원,"서울특별시 금천구 금하로 711, 2,5층 (시흥동)",https://blog.naver.com/awqddd,02-802-1309
서울삼양의원,"서울특별시 강북구 삼양로 191, (미아동)",http://www.pfmjj.co.kr/,02-988-3650
서울성모OK의원,"서울특별시 은평구 진흥로 103, 기린빌딩 5층 (역촌동)",https://blog.naver.com/seoulstmaryok,02-332-9266
서울성모마취통증의학과의원,"서울특별시 동대문구 답십리로66길 95, (장안동)",http://www.seoulsmos.co.kr,02-2246-1307
서울성모비앤피(BNP)의원,"서울특별시 서초구 언남1길 3, 2층 (양재동)",,
서울성모의원,"서울특별시 성북구 돌곶이로 59, 3층 (석관동)",http://www.cmcseoul.or.kr/,02-966-1002
서울성모의원,"서울특별시 중구 마장로9길 34, 2층 (황학동)",http://www.cmcseoul.or.kr/,02-2294-7585
서울성모이비인후과의원,"서울특별시 동작구 동작대로29길 18, 2층 (사당동)",https://blog.naver.com/seoulsungmo,02-534-8047
서울성모이비인후과의원,"서울특별시 성동구 왕십리로 410, 센트라스 상가 L동 3층 305호, 305-1호 (하왕십리동, 센트라스)",http://likeawhale.com/,02-2298-4500
서울성모이비인후과의원,"서울특별시 관악구 남부순환로 1733, 3층 301, 304호 (봉천동)",https://www.maryent.com,02-882-6517
서울성심의원,"서울특별시 성동구 성덕정길 127, 2층 (성수동2가)",https://blog.naver.com/seongsimdent,02-465-4331
서울소아청소년과의원,"서울특별시 강동구 명일로 172, (둔촌동, 둔촌푸르지오아파트)",,
서울소아청소년과의원,"서울특별시 강서구 양천로69길 11, (염창동)",https://www.shareclinic.com/,02-3665-1114
서울숲내과의원,"서울특별시 성동구 왕십리로 50, 지하1층 (성수동1가)",https://blog.naver.com/siwonpain2020,02-464-9559
서울숲정의원,"서울특별시 성동구 고산자로2길 67, 서울숲리버뷰자이 상가1동 1202호, 1203일부호 (행당동)",,
서울안내과의원,"서울특별시 마포구 월드컵로 75, 3층 (망원동)",https://www.littledoctor.co.kr/,02-325-8708
서울에스(S)가정의학과의원,"서울특별시 동작구 동작대로 121, 경원빌딩 4층 (사당동)",http://서울s가정의학과.kr,02-6953-3789
서울에스(S)의원,"서울특별시 서초구 서초대로 307, 가동 401호 (서초동, 장안빌딩)",https://blog.naver.com/spain4170,02-537-0970
서울에스의원,"서울특별시 강동구 동남로79길 26, 2,3층 (고덕동, 고덕아이파크)",,
서울에스티(ST)셀의원,"서울특별시 구로구 가마산로 215, 용평빌딩 3-6층 (구로동)",,
서울에이치내과의원,"서울특별시 강북구 도봉로 323, 용신빌딩 4층 401호 (수유동)",http://www.newyjh.com/,02-905-7559
서울엔(N)비뇨기과의원,"서울특별시 구로구 디지털로32길 79, 조영빌딩 (구로동)",http://snurologysuwon.com/,02-6346-9595
서울엔(N)비뇨기과의원,"서울특별시 동대문구 왕산로 176, 7층 (전농동)",https://blog.naver.com/urochrr,02-6933-9020
서울엔(N)비뇨기과의원,"서울특별시 중구 퇴계로 213, 일흥빌딩 3층 303호 (충무로4가)",https://snuinternational.com/,02-2263-8288
서울엘리트가정의원,"서울특별시 광진구 구의로 23, 2층 (구의동)",,
