hospital_name,institution_type,specialty,departments,address,sido,sigungu,dong,phone,website,email,representative,bed_count,doctor_count,established_date,ykiho,source
서울가정의학과의원,의원,,,"서울특별시 강동구 양재대로 1466, (길동)",서울,강동구,길동,02-474-8281,https://daybeauclinic02.com/branch/,dilis109@naver.com,김동영,0,1,20100407,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ2MiQzNjEyMjIjODEjJDEjJDYjJDgz,hira
서울강남재활의학과의원,의원,,,"서울특별시 강남구 선릉로 227, 102호 (도곡동)",서울,강남구,도곡동,02-573-7573,http://www.samsunghospital.com/,,,0,1,20180702,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQwMyQzNjE4MzIjNjEjJDEjJDQjJDgz,hira
서울건강내과의원,의원,,,"서울특별시 광진구 자양로15길 51-1, 진덕빌딩 2층 (자양동)",서울,광진구,자양동,02-456-7542,,,,0,1,20220530,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQ2MiQyNjE0ODEjODEjJDEjJDYjJDgz,hira
서울경희365의원,의원,,,"서울특별시 양천구 목동동로 293, 현대41타워 2층 204호 (목동)",서울,양천구,목동,02-6941-1310,https://mokdongkh365.medisay.co.kr/,,,0,1,20250415,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzExIyQyIyQzIyQwMCQyNjEyMjIjNjEjJDEjJDAjJDgz,hira
서울경희통합의원,의원,,,"서울특별시 성북구 동소문로 40, 2, 3층 (동소문동3가)",서울,성북구,동소문동3가,02-745-8275,https://blog.naver.com/occiput54w,,,0,1,20150731,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzExIyQxIyQ3IyQ2MiQyNjEwMDIjNjEjJDEjJDgjJDgz,hira
서울구로디지털의원,의원,,,"서울특별시 구로구 디지털로27가길 17, 오닉스 지식산업센터 201~208호 (구로동)",서울,구로구,구로동,02-839-5544,http://www.goodmclinic.com/,,,0,2,20240827,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzMxIyQyIyQzIyQwMCQzNjE0ODEjNDEjJDEjJDQjJDgz,hira
서울굿모닝내과의원,의원,,,"서울특별시 광진구 뚝섬로 595, 2층 (자양동)",서울,광진구,자양동,02-452-3434,http://www.gm7175.com/,,,0,3,20180719,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQ3OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,hira
서울그레이스피부과의원,의원,,,"서울특별시 강남구 도산대로 427, 파모소빌딩 9층 (청담동)",서울,강남구,청담동,02-545-4694,https://www.instagram.com/seoulgrace_derma,,,0,1,20250408,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzExIyQxIyQ3IyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz,hira
서울김내과의원,의원,,,"서울특별시 동작구 장승배기로 34, 대한카센타 4층 (상도동)",서울,동작구,상도동,02-813-7582,http://seoulkimmed.co.kr,,,0,1,20070508,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ5OSQ0NjE0ODEjNTEjJDEjJDYjJDgz,hira
서울김내과의원,의원,,,"서울특별시 서초구 논현로 63, 한덕빌딩 1층 (양재동)",서울,서초구,양재동,02-573-5550,https://blog.naver.com/dreammachinemedia/221716473485,,,0,2,20230905,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQ2MiQyNjE0ODEjODEjJDEjJDYjJDgz,hira
서울김정아소아청소년과의원,의원,,,"서울특별시 관악구 관악로 234, 2층 (봉천동)",서울,관악구,봉천동,02-872-8276,,,,0,1,20041004,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzQxIyQxIyQ3IyQ4OSQzNjE0ODEjNjEjJDEjJDAjJDgz,hira
서울내과의원,의원,,,"서울특별시 광진구 광나루로 351, 2층 (군자동)",서울,광진구,군자동,02-468-8171,https://seouldia.com,,,0,1,20011205,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzUxIyQxIyQxIyQwMyQ0NjEwMDIjNTEjJDEjJDIjJDgz,hira
서울내과의원,의원,,,"서울특별시 중랑구 공릉로2길 8-4, 2층 203~206호 (묵동, 칼튼테라스)",서울,중랑구,묵동,02-976-7550,https://seouldia.com,,,0,2,20151231,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzExIyQxIyQzIyQ5MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,hira
서울내과의원,의원,,,"서울특별시 강서구 양천로 73, 2층 201호 (방화동)",서울,강서구,방화동,02-2664-5555,https://seouldia.com,,,0,1,20060828,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzUxIyQxIyQxIyQ4OSQ0NjE0ODEjODEjJDEjJDYjJDgz,hira
서울내과의원,의원,,,"서울특별시 영등포구 의사당대로 26, 208, 209호 (여의도동)",서울,영등포구,여의도동,02-780-0151,https://seouldia.com,,,0,1,20171122,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzIxIyQxIyQ5IyQ4OSQzNjEyMjIjODEjJDEjJDYjJDgz,hira
서울내외의원,의원,,,"서울특별시 광진구 구의강변로 99, (구의동)",서울,광진구,구의동,02-456-7002,http://www.seouldoctors.kr/,,,0,9,20070410,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzQxIyQxIyQ3IyQ3OSQzNjE0ODEjNzEjJDEjJDgjJDgz,hira
서울넘버원내과의원,의원,,,"서울특별시 도봉구 마들로13길 61, 씨드큐브 창동 5층 501-2호 (창동)",서울,도봉구,창동,02-6077-8800,http://www.no1seedcube.co.kr/,,문채호,0,1,20230913,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQ3MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,hira
서울넘버원정형외과의원,의원,,,"서울특별시 강북구 삼양로 190, 백운M빌딩 2~4층 (미아동)",서울,강북구,미아동,02-987-1111,http://www.seoulno1os.com/,,,0,1,20200305,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ3OSQzNjE0ODEjNjEjJDEjJDQjJDgz,hira
서울늘봄메디칼내과의원,의원,,,"서울특별시 구로구 구로중앙로 217, 이안과빌딩 3층 (구로동)",서울,구로구,구로동,02-2675-3247,http://www.snuneulbom.com,snubom2024@naver.com,,0,1,20240902,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzQxIyQxIyQ3IyQ4OSQyNjE0ODEjNjEjJDEjJDQjJDgz,hira
서울당신의내과의원,의원,,,"서울특별시 성동구 아차산로7길 15-1, 제이제이빌딩 1~2층 (성수동2가)",서울,성동구,성수동2가,02-6958-7900,https://blog.naver.com/lxffm67499,,,0,1,20240117,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQ3OSQzNjEwMDIjNTEjJDEjJDYjJDgz,hira
서울대방내과의원,의원,,,"서울특별시 동작구 등용로 115, 2층 201호 (대방동, 엘리시아빌딩)",서울,동작구,대방동,02-815-7533,http://seoulminplus.com/,,책임진료,0,1,20161020,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQ4OSQyNjE0ODEjNjEjJDEjJDAjJDgz,hira
서울대입구 닥터에버스의원,의원,,,"서울특별시 관악구 관악로 164, 305,306호 (봉천동, 대우디오슈페리움1단지)",서울,관악구,봉천동,02-876-2010,http://www.evers3.co.kr/,,,0,1,20191104,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzExIyQxIyQ3IyQwMyQzNjE0ODEjNDEjJDEjJDgjJDgz,hira
서울대입구예쁨주의쁨의원,의원,,,"서울특별시 관악구 관악로 164, 206.207.210호 (봉천동, 대우디오슈페리움1단지)",서울,관악구,봉천동,02-875-9930,http://www.ppeum25.com,,,0,1,20201214,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzUxIyQxIyQ1IyQwMyQyNjE0ODEjODEjJDEjJDYjJDgz,hira
서울대학교직장부속의원,의원,,,"서울특별시 관악구 관악로 1, 63동 3층 (신림동)",서울,관악구,신림동,880-5338,,,,0,5,20110829,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ5OSQ0NjEwMDIjNjEjJDEjJDQjJDgz,hira
서울더맑은피부과의원,의원,,,"서울특별시 광진구 아차산로 480, 2층 201호 (구의동)",서울,광진구,구의동,02-446-0100,https://themalgeunskinclinic.com,,,0,1,20180711,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzMxIyQxIyQzIyQ3MiQzNjE4MzIjNTEjJDEjJDIjJDgz,hira
서울동부구치소부속의원,의원,,,"서울특별시 송파구 정의로 37, (문정동)",서울,송파구,문정동,02-402-9131,,,,0,5,20051005,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzIxIyQxIyQ1IyQ5OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,hira
서울동안미의원,의원,,,"서울특별시 관악구 봉천로 212, 2층 (신림동)",서울,관악구,신림동,02-875-5355,https://www.instagram.com/seoul_donganme_clinic1,,,0,1,20200515,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNjEjJDEjJDgjJDgz,hira
서울동안의원,의원,,,"서울특별시 송파구 올림픽로 100, 효창타워 7층 (잠실동)",서울,송파구,잠실동,02-423-3898,http://www.seouldongan.com,,,0,1,20230504,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzExIyQxIyQzIyQ3OSQzNjEyMjIjNTEjJDEjJDIjJDgz,hira
서울드림의원,의원,,,"서울특별시 영등포구 신길로 42, 2층 (신길동)",서울,영등포구,신길동,02-834-5578,https://blog.naver.com/imseouldream,,,0,1,20231020,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQxMyQzNjE4MzIjNTEjJDEjJDIjJDgz,hira
서울라인성형외과의원,의원,,,"서울특별시 동대문구 천호대로 295, 2층 (답십리동)",서울,동대문구,답십리동,02-2214-8001,http://www.seoulline.com,,,0,1,20080218,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQ4OSQzNjEwMDIjNDEjJDEjJDQjJDgz,hira
서울라파의원,의원,,,"서울특별시 광진구 광나루로 534, (구의동)",서울,광진구,구의동,02-457-6110,,,,0,1,19851219,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQ5MiQyNjE4MzIjNDEjJDEjJDQjJDgz,hira
서울락비뇨기과의원,의원,,,"서울특별시 종로구 종로 19, 르메이에르종로타운 325호 (종로1가)",서울,종로구,종로1가,02-734-7776,,,,0,1,20180730,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzQxIyQxIyQ3IyQ4MiQ0NjEwMDIjODEjJDEjJDYjJDgz,hira
서울레전드피부과의원,의원,,,"서울특별시 강남구 선릉로 660, 2층 에프205호 (삼성동, 브라운스톤 레전드)",서울,강남구,삼성동,02-542-3599,http://www.legendskin.kr,,나선재,0,1,20180614,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQ4MiQyNjE0ODEjNTEjJDEjJDYjJDgz,hira
서울로움산부인과의원,의원,,,"서울특별시 구로구 경인로 204, 401호 (오류동)",서울,구로구,오류동,02-6346-7000,,,,0,1,20221216,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzUxIyQxIyQxIyQ4OSQ0NjEwMDIjNDEjJDEjJDQjJDgz,hira
서울류내과의원,의원,,,"서울특별시 강북구 한천로 1120, 영우빌딩 2층 (수유동)",서울,강북구,수유동,02-6953-9080,http://blog.naver.com/nakwonje/220758419626,,,0,1,20220425,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzUxIyQyIyQxIyQwMCQyNjE4MzIjNDEjJDEjJDgjJDgz,hira
서울류마내과의원,의원,,,"서울특별시 용산구 한강대로 109, 301호 (한강로2가, 용성비즈텔)",서울,용산구,한강로2가,02-2077-1278,http://rheumanet.co.kr/rb/,,,0,1,20160305,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzMxIyQxIyQzIyQ2MiQzNjE4MzIjNDEjJDEjJDgjJDgz,hira
서울리거피부과의원,의원,,,"서울특별시 강남구 논현로 847, 서울리거 (신사동)",서울,강남구,신사동,02-548-2288,https://www.seouleaguer.co.kr/,,,0,3,20160112,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzIxIyQxIyQ1IyQxMyQzNjEyMjIjNjEjJDEjJDgjJDgz,hira
서울리더스비뇨의학과의원,의원,,,"서울특별시 강남구 테헤란로87길 13, 서영빌딩 10층 (삼성동)",서울,강남구,삼성동,02-6959-7084,http://www.urleaders.co.kr/,,정재현,0,2,20200423,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzIxIyQxIyQ5IyQ2MiQyNjEwMDIjNjEjJDEjJDgjJDgz,hira
서울리샤인의원,의원,,,"서울특별시 강남구 선릉로 422, 전우빌딩 6층 (대치동)",서울,강남구,대치동,02-6925-5435,https://blog.naver.com/reshineclinic85,,,0,1,20200507,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQ4MiQyNjEyMjIjNjEjJDEjJDgjJDgz,hira
서울리센츠내과 영상의학과의원,의원,,,"서울특별시 송파구 올림픽로 145, 리센츠 4층 4씨 03호 (잠실동)",서울,송파구,잠실동,02-6426-3388,https://www.dr3388.co.kr,,장비,0,2,20250811,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQ4OSQyNjEwMDIjNTEjJDEjJDYjJDgz,hira
서울린소아청소년과의원,의원,,,"서울특별시 동대문구 답십리로 267, 3~5층 (장안동)",서울,동대문구,장안동,02-2245-4522,https://www.instagram.com/lin__clinic/,,,0,5,20170410,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzExIyQxIyQzIyQ3OSQzNjE0ODEjNDEjJDEjJDgjJDgz,hira
서울마취통증의학과의원,의원,,,"서울특별시 성동구 왕십리로 315, 6층 (행당동, 한동타워)",서울,성동구,행당동,02-2282-2522,,,,0,1,20140326,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzMxIyQxIyQzIyQ3MiQyNjE4MzIjNDEjJDEjJDQjJDgz,hira
서울맥마취통증의학과의원,의원,,,"서울특별시 노원구 노해로 480, 조광빌딩 6층 (상계동)",서울,노원구,상계동,02-934-1119,http://www.macpain.co.kr,,,0,1,20070712,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ2MiQyNjEwMDIjNzEjJDEjJDgjJDgz,hira
서울메디안의원,의원,,,"서울특별시 강동구 성안로 156, 3층 (길동)",서울,강동구,길동,6285-8275,,,,0,1,20070529,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzExIyQyIyQ3IyQwMCQyNjE0ODEjNTEjJDEjJDYjJDgz,hira
서울메디칼연합의원,의원,,,"서울특별시 중랑구 신내역로 165, 2층 (신내동)",서울,중랑구,신내동,02-3421-5154,,,,0,1,20140116,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQ1IyQ4OSQ0NjE0ODEjODEjJDEjJDIjJDgz,hira
서울메디탑내과의원,의원,,,"서울특별시 양천구 오목로 147, 3층 (신정동, 제이클래스목동주상복합)",서울,양천구,신정동,02-2603-7582,https://seoulmeditop.modoo.at,,,0,1,20230425,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNDEjJDEjJDQjJDgz,hira
서울메디피아의원,의원,,,"서울특별시 금천구 가산디지털1로 149, 201,202호 (가산동, 이노플렉스2차)",서울,금천구,가산동,02-856-2119,http://seoulmedipia.com,,진료,0,2,20100304,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ3MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,hira
서울메타비뇨의학과의원,의원,,,"서울특별시 마포구 마포대로 109, 3층 (공덕동, 롯데캐슬프레지던트)",서울,마포구,공덕동,02-6009-1133,www.metauro.co.kr,,,0,1,20161102,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzUxIyQxIyQxIyQ5OSQ0NjE0ODEjNTEjJDEjJDYjJDgz,hira
서울미라클의원,의원,,,"서울특별시 양천구 중앙로 232, 2,3,4층 (신정동)",서울,양천구,신정동,02-6952-7503,https://blog.naver.com/seoulmiracle_clinic,,,0,1,20211210,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzIxIyQxIyQxIyQ2MiQzNjEwMDIjNDEjJDEjJDgjJDgz,hira
서울미래정형외과의원,의원,,,"서울특별시 성북구 종암로21길 3, 용진빌딩 4,5층 401,402,501,502호 (종암동)",서울,성북구,종암동,02-953-1414,https://blog.naver.com/seoulmirae,,,0,2,20050819,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQxMyQyNjE4MzIjODEjJDEjJDIjJDgz,hira
서울미의원,의원,,,"서울특별시 관악구 관악로 165, 6층 (봉천동, 홍빌딩)",서울,관악구,봉천동,02-871-1157,http://www.seoulmi.kr,,전혜림,0,3,20170717,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzExIyQxIyQ3IyQ2MiQzNjEwMDIjNjEjJDEjJDAjJDgz,hira
서울바른가정의학과의원,의원,,,"서울특별시 성북구 정릉로10길 42-2, 3층 (정릉동)",서울,성북구,정릉동,02-915-7575,https://www.instagram.com/brpainrehab,,,0,1,20240424,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQxMyQ0NjEwMDIjODEjJDEjJDIjJDgz,hira
서울바른내과의원,의원,,,"서울특별시 강북구 삼양로 502, 3~4층 (수유동)",서울,강북구,수유동,02-995-5000,https://서울바른내과피부과.com,,,0,2,20240517,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQ5OSQzNjEwMDIjNDEjJDEjJDgjJDgz,hira
서울박내과의원,의원,,,"서울특별시 강남구 남부순환로397길 57, 4,5,6층 (대치동, 대치메디칼센터)",서울,강남구,대치동,02-557-9570,http://www.seoulparkmed.com/,,,0,3,20040311,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQxMyQyNjEyMjIjNzEjJDEjJDgjJDgz,hira
서울박현경내과의원,의원,,,"서울특별시 송파구 가락로 111, 영보빌딩 2층 201호 (석촌동)",서울,송파구,석촌동,02-6952-0094,https://blog.naver.com/phkclinic,,,0,1,20191127,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzIxIyQxIyQxIyQ3OSQzNjEyMjIjNjEjJDEjJDQjJDgz,hira
서울배내과의원,의원,,,"서울특별시 강남구 논현로 509, 송암II빌딩 2,4층 (역삼동)",서울,강남구,역삼동,02-529-3002,http://doctorbae.co.kr/,,,0,3,20121224,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzUxIyQxIyQ1IyQxMyQzNjE0ODEjNzEjJDEjJDgjJDgz,hira
서울베데스다의원,의원,,,"서울특별시 송파구 백제고분로 283, 지하1,2~7층 (석촌동)",서울,송파구,석촌동,02-6978-9299,,,,0,4,20211224,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQ4OSQzNjE4MzIjNjEjJDEjJDgjJDgz,hira
서울베스트외과의원,의원,,,"서울특별시 강남구 테헤란로 109, 강남제일빌딩 7층 (역삼동)",서울,강남구,역삼동,02-566-2030,https://youtube.com/channel/UCc-j8OZFhmgWukoc0pnkwNA?si=uIDuhfSuIHGngWox,yt-support-solutions-kr@google.com,미라클스,0,1,20191220,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzIxIyQxIyQxIyQ5OSQzNjE4MzIjODEjJDEjJDIjJDgz,hira
서울베스트의원,의원,,,"서울특별시 강남구 자곡로3길 21, (자곡동, LH강남힐스테이트상가 B201호)",서울,강남구,자곡동,02-3411-9500,http://www.kbestclinic.com/,,,0,1,20150721,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzExIyQyIyQ3IyQwMCQyNjE0ODEjNDEjJDEjJDgjJDgz,hira
서울복지의원,의원,,,"서울특별시 영등포구 도림로 148, 대동빌딩 2층 201호 (대림동)",서울,영등포구,대림동,02-845-0777,,,,0,1,20240229,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQzIyQ5OSQ0NjE0ODEjNTEjJDEjJDIjJDgz,hira
서울본내과의원,의원,,,"서울특별시 마포구 양화로 133, 서교타워 3,5,18층 (서교동)",서울,마포구,서교동,02-3143-2220,https://www.seoulbon.co.kr/,seoulbonimclinic@gmail.com,특진,0,13,20020228,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQ3OSQzNjE4MzIjNjEjJDEjJDgjJDgz,hira
서울봄연합의원,의원,,,"서울특별시 강북구 삼양로 579, 화성빌딩 2~4층 (우이동)",서울,강북구,우이동,02-907-0304,https://blog.naver.com/seoulbomclinic,,,0,5,20190910,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzExIyQxIyQ3IyQ5OSQzNjEyMjIjNTEjJDEjJDYjJDgz,hira
서울비29이비인후과의원,의원,,,"서울특별시 강남구 논현로 570, 부봉빌딩 2층 (역삼동)",서울,강남구,역삼동,02-6203-2929,,,,0,2,20200618,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzMxIyQxIyQzIyQ5OSQ0NjE0ODEjNjEjJDEjJDQjJDgz,hira
서울비뇨기과의원,의원,,,"서울특별시 은평구 연서로 222, 8층 (대조동)",서울,은평구,대조동,02-359-0035,https://blog.naver.com/urogwanak,,,0,1,20060905,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzUxIyQxIyQxIyQ4OSQ0NjEwMDIjNzEjJDEjJDgjJDgz,hira
서울비뇨기과의원,의원,,,"서울특별시 노원구 노해로 492, (상계동, 프린스빌딩)",서울,노원구,상계동,02-951-4336,http://www.uronowon.com,,,0,1,20100316,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ4OSQzNjE4MzIjNjEjJDEjJDQjJDgz,hira
서울비뇨기과의원,의원,,,"서울특별시 마포구 새창로 11, 6층 (도화동)",서울,마포구,도화동,02-702-1105,https://blog.naver.com/urogwanak,,,0,2,20140526,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzMxIyQxIyQ3IyQ4OSQ0NjEwMDIjNjEjJDEjJDgjJDgz,hira
서울비뇨기과의원,의원,,,"서울특별시 종로구 지봉로 37-1, 7층 (창신동)",서울,종로구,창신동,02-6932-8080,https://blog.naver.com/urogwanak,,,0,1,20160219,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzIxIyQxIyQ5IyQ4MiQ0NjE0ODEjNzEjJDEjJDgjJDgz,hira
서울비뇨기과의원,의원,,,"서울특별시 관악구 남부순환로 1832-0, 8층 (봉천동, 삼한빌딩)",서울,관악구,봉천동,02-875-8275,https://blog.naver.com/urogwanak,,,0,1,20170327,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzUxIyQxIyQ1IyQxMyQyNjE4MzIjNDEjJDEjJDQjJDgz,hira
서울삼성내과의원,의원,,,"서울특별시 은평구 서오릉로 203, 2층 (구산동)",서울,은평구,구산동,02-353-1011,http://www.서울삼성내과.com/,,,0,1,20050830,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQ3OSQyNjE0ODEjNjEjJDEjJDAjJDgz,hira
서울삼성내과의원,의원,,,"서울특별시 송파구 백제고분로 126, 오룡빌딩 2층3층4층5층 (잠실동)",서울,송파구,잠실동,02-415-7588,http://www.seoulsamsungclinic.co.kr,,,0,2,20070313,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQ2MiQyNjEyMjIjNTEjJDEjJDIjJDgz,hira
서울삼성내과의원,의원,,,"서울특별시 관악구 양녕로 50, 금강빌딩 6층 (봉천동)",서울,관악구,봉천동,02-876-5553,http://www.서울삼성내과.com/,,,0,2,20080311,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzMxIyQxIyQ3IyQ4MiQzNjEwMDIjNTEjJDEjJDYjJDgz,hira
서울삼성내과의원,의원,,,"서울특별시 강동구 고덕로 133, 512호 (암사동, 강동롯데캐슬퍼스트아파트 상가동)",서울,강동구,암사동,02-441-9114,http://www.서울삼성내과.com/,,,0,1,20090319,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ4OSQyNjE0ODEjNjEjJDEjJDgjJDgz,hira
서울삼성내과의원,의원,,,"서울특별시 노원구 동일로 1547, 3층 (상계동, 시몬빌딩)",서울,노원구,상계동,02-939-2227,http://www.samsunghealth.net,,,0,1,20120307,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQwMyQyNjEyMjIjNjEjJDEjJDAjJDgz,hira
서울삼성내과의원,의원,,,"서울특별시 동대문구 사가정로 80, 답십리 뉴타운 카운티 에비뉴 4층 (답십리동)",서울,동대문구,답십리동,02-2243-3338,http://www.서울삼성내과.com/,,,0,2,20210202,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzQxIyQxIyQ3IyQxMyQzNjE0ODEjNjEjJDEjJDgjJDgz,hira
서울삼성수가정의학과의원,의원,,,"서울특별시 중랑구 신내로 45, 401호 (신내동)",서울,중랑구,신내동,02-493-0075,,,,0,1,20071226,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ3MiQzNjEyMjIjODEjJDEjJDIjJDgz,hira
서울삼성여성의원,의원,,,"서울특별시 송파구 석촌호수로 61, 트리지움 413호 (잠실동)",서울,송파구,잠실동,02-2202-0230,http://www.drkoo.co.kr,drkoocokr@naver.com,구영아,0,1,20120907,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQxMyQzNjE4MzIjNjEjJDEjJDQjJDgz,hira
서울삼성의원,의원,,,"서울특별시 송파구 가락로 214, 2층 201호 (송파동, 창우빌딩)",서울,송파구,송파동,02-422-7227,https://blog.naver.com/awqddd,,,0,1,20160520,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQ5OSQzNjE0ODEjODEjJDEjJDIjJDgz,hira
