이메일 주소,이름,지역,진료과목,전화번호,웹사이트
cyanclinic@naver.com,시안의원,서울 서초구,,02-534-5555,http://www.cyanclinic.com/
000@naver.com,시온뷰티의원,서울 송파구,,02-404-7727,http://zionclinic.org
cooluro@cooluro.co.kr,시원한비뇨기과의원,서울 양천구,,02-2062-7510,http://www.cooluro.co.kr/
central20@naver.com,신당센트럴이비인후과의원,서울 중구,,02-2231-7690,https://sdcentralent-mo2.imweb.me
dionsinsa@gmail.com,신사디온의원,서울 강남구,,02-6956-9792,https://dion-ss.com/
sinsa_l@naver.com,신사엘성형외과의원,서울 강남구,,517-7410,http://www.sinsael.com/
garden4814@naver.com,신소애여성의원,서울 강남구,,02-3453-5712,http://www.sinsoeclinic.com
kaltenborn@nate.com,신의의원,서울 영등포구,,02-2678-3366,http://goldbody.co
honestyps@naver.com,아너스티성형외과의원,서울 서초구,,02-542-3777,https://m.booking.naver.com/booking/13/bizes/563095
babjyo@hanmail.net,아란의원,서울 용산구,,02-3785-3690,https://www.aranclinic.co.kr/kr/
aloha@naver.com,아로하피부과의원,서울 마포구,,02-6952-4880,https://www.alohaskin.co.kr/
beautifulskin@naver.com,아름다운피부과의원,서울 강북구,,02-990-0073,http://beautifulskin.mediguru.kr/
elmo7618@naver.com,아름드리가정의원,서울 관악구,,02-858-2828,http://areumdri.kr/
amun2022@nate.com,아문성형외과의원,서울 강동구,,02-474-1517,http://amunhospital.com/
amiskingn@naver.com,아미스킨의원,서울 강남구,,,https://www.amiskin.co.kr
abelskin@abelskin.com,아벨피부과의원,서울 은평구,,02-3474-7779,http://www.abelskin.com/
ejkim3761@naver.com,아우레아의원,서울 중구,,02-318-6003,https://www.aureaclinic.co.kr/
pauls2001nz@hanmail.net,아우름의원,서울 서초구,,02-594-0080,http://www.aurumclinic.co.kr
imindchild@gmail.com,아이마인드의원,서울 서초구,,02-597-8555,https://imindclinic.co.kr
aisufertility@naver.com,아이수산부인과의원,서울 서초구,,02-3483-2255,https://www.aisu.co.kr
drlipo@naver.com,아이엠퀸여성의원,서울 서초구,,02-571-0367,http://www.iamqueen.co.kr/
drbjm@hanmail.net,아트라인의원,서울 강남구,,02-518-9333,http://www.seoulartline.co.kr
hello-ent@naver.com,안녕이비인후과의원,서울 강서구,,02-6347-3030,https://helloentclinic.com/
asmps2020@naver.com,안성민성형외과의원,서울 송파구,,02-414-1114,https://ahnsungminplasticsurgery.co.kr/
antianclinic@gmail.com,안티안의원,서울 강남구,,02-6204-4321,http://antianclinic.com/
info@rnbps.com,알앤비성형외과의원,서울 강남구,,02-558-5800,http://www.rnbps.com
help@richmore.kr,압구정리치모아의원,서울 강남구,,02-3448-0999,https://www.richmore.kr/
mbsbundo@hanmail.net,압구정바로보기안과의원,서울 강남구,,02-548-3133,http://www.barobogi.com/
17wjdwn@gmail.com,압구정비앤미의원,서울 강남구,,02-3445-1966,https://www.benme.co.kr/
blsclinicap@naver.com,압구정비엘에스의원,서울 강남구,,02-544-4841,http://blsclinic3.com/
wishplaning@gmail.com,압구정세가지소원의원,서울 강남구,,02-540-1233,https://www.3wishesps.com/
kai4095@naver.com,압구정에스앤비안과의원,서울 강남구,,02-3446-6666,https://snbeye.com/
1675ap.topline@gmail.com,압구정탑라인의원,서울 강남구,,02-517-1675,https://www.ap-topline.com
jminleemd@gmail.com,애경내과의원,서울 구로구,,02-851-2111,http://akclinic.imweb.me/
apple_appn@naver.com,애플산부인과의원,서울 성동구,,02-2298-6200,https://booking.naver.com/booking/13/bizes/1443158
manofpro@gmail.com,애플산부인과의원,서울 성동구,,02-2298-6200,https://booking.naver.com/booking/13/bizes/1443158
psseokh@naver.com,앤드성형외과의원,서울 강남구,,02-574-9400,https://booking.naver.com/booking/13/bizes/814588
nbomseoul@gmail.com,앤봄의원,서울 마포구,,02-6952-0147,https://kr.nbomclinic.com/s/rxzl2
mdlamar@naver.com,앤퍼센트의원,서울 강남구,,02-2694-7585,http://npercentclinic.com/
master@nplusclinic.com,앤플러스의원,서울 강남구,,511-6300,http://www.nplusclinic.com/
yaan09@naver.com,얀의원,서울 강남구,,02-501-1323,https://yaanclinic.com
gpk-usersupport@google.com,양준상의원,서울 강남구,,070-4219-3742,https://play.google.com/store/apps/details?id=com.yangjunesangclinic.medisol&pcampaignid=web_share
medilove1004@gmail.com,양준상의원,서울 강남구,,070-4219-3742,https://play.google.com/store/apps/details?id=com.yangjunesangclinic.medisol&pcampaignid=web_share
jjg3436@naver.com,어광수가정의학과의원,서울 광진구,,02-3436-0511,http://eoks.co.kr/
irvinederm@naver.com,어바인피부과의원,서울 영등포구,,02-780-3330,http://www.irvinederm.co.kr
sweetly79@nate.com,에버그린피부과의원,서울 강남구,,02-2187-7377,http://www.egskin.co.kr/
sdderm@naver.com,에스디피부과의원,서울 강남구,,02-549-7574,http://www.sdderm.co.kr
toy0591@naver.com,에스리본의원,서울 마포구,,02-1833-5881,https://www.s-reborn.com
sc301@sc301.co.kr,에스씨301의원,서울 강남구,,02-511-1550,http://www.sc301.co.kr
gounskin@hanmail.net,에스앤유피부과의원,서울 강남구,,02-3444-6033,https://www.snuclinic.org
bk.hr.301@gmail.com,에스에이치(SH)성형외과의원,서울 서초구,,02-512-5755,http://ksh-ps.com/
shclinic77@gmail.com,에스에이치의원,서울 서초구,,02-573-8261,http://www.shclinic.kr/
asxvmprobertest@gmail.com,에스엔(SN)재활의학과내과의원,서울 노원구,,02-949-7755,https://sites.google.com/view/snrmim
smart.journey.prober@gmail.com,에스엔(SN)재활의학과내과의원,서울 노원구,,02-949-7755,https://sites.google.com/view/snrmim
yuyu_0623@naver.com,에스탑의원,서울 강서구,,02-2605-7577,http://artline3.medirang.com/
abloompsclinic@naver.com,에이블룸성형외과의원,서울 강남구,,02-6332-3600,https://abloomclinic.com/
art07@designart.co.kr,에이아이의원,서울 서초구,,02-3472-4485,http://www.ailove.co.kr
amps5800@gmail.com,에이엠성형외과의원,서울 강남구,,02-542-5800,http://www.am-ps.co.kr
wnadna@naver.com,에이치투오의원,서울 강남구,,02-593-5670,http://www.htoaging.com
info@etonne.kr,에톤성형외과의원,서울 서초구,,02-518-9990,https://etonne.kr/
epic@epicps.co.kr,에픽성형외과의원,서울 강남구,,02-546-8880,http://www.epicps.co.kr/
efilkorea@gmail.com,에필성형외과의원,서울 강남구,,02-6953-6635,https://www.efilface.com/
endietclinic.cn@gmail.com,엔디어트의원,서울 강남구,,02-6958-6390,https://endiet.co.kr
rhstbek@naver.com,엔슬림의원,서울 강남구,,02-6402-4500,http://www.n-slim.com/
angelmi@jangelmi.com,엔젤미의원,서울 강남구,,02-1661-8830,https://angelmiclinic.com/
info@marketing-agency.com,엔터성형외과의원,서울 서초구,,,https://www.enterplasticsurgery.com/
elevclinic.official@gmail.com,엘레브의원,서울 강남구,,02-547-5470,http://www.elevclinic.co.kr/
lvprs8972@gmail.com,엘브이성형외과의원,서울 강남구,,02-540-8972,https://www.lv-ps.com/ko
islro@nate.com,엘앤에스비뇨기과의원,서울 강북구,,02-988-1151,http://www.lnsclinic.com
lnsclinic1@naver.com,엘앤에스비뇨기과의원,서울 강북구,,02-988-1151,http://www.lnsclinic.com
arikim73@gmail.com,엘여성의원,서울 동작구,,02-3280-7735,http://www.lwomenclinic.co.kr/
amredworld@gmail.com,엠레드의원,서울 강남구,,02-543-3110,https://amredclinic.com/ko
edgelinegangnam@naver.com,엣지라인의원,서울 서초구,,02-2135-8299,http://edge-line.kr/
albertyi@daum.net,역삼이창훈이비인후과의원,서울 강남구,,02-564-5647,http://yeoksamlee-ent.co.kr
ydskin@gmail.com,연세드림의원,서울 도봉구,,02-955-2291,http://www.ydskin.com/
ysleeds1234@naver.com,연세리즈의원,서울 서초구,,02-333-0207,http://www.ysleeds.co.kr/
yonseimoever@naver.com,연세모에버의원,서울 강남구,,02-540-7588,https://www.moever.co.kr
metimeskin@gmail.com,연세미타임피부과의원,서울 강남구,,02-508-5881,http://www.metime.co.kr/
yonseiclinic1@naver.com,연세신효선성형외과의원,서울 강북구,,02-905-0690,http://www.yonseiclinic.net/
yonseiclinic@yonseiclinic.net,연세신효선성형외과의원,서울 강북구,,02-905-0690,http://www.yonseiclinic.net/
ainclinic@gmail.com,연세아인의원,서울 종로구,,02-723-9889,http://www.ysain.com/
ksodesign1@naver.com,연세애드미피부과의원,서울 도봉구,,02-906-1400,http://www.addbeauty.co.kr
skvein@naver.com,연세에스의원,서울 강남구,,02-2156-8800,http://www.yssh.kr/
philmam62@naver.com,연세위더스의원,서울 마포구,,02-323-1194,http://www.wusclinic.co.kr/
yonseidana@naver.com,연세이비인후과의원,서울 강북구,,02-999-5370,https://booking.naver.com/booking/13/bizes/609897
cjenm.support@cj.net,연세정내과의원,서울 동대문구,,02-924-6575,http://yonseijung.com/
cjenmstudios.contest@cj.net,연세정내과의원,서울 동대문구,,02-924-6575,http://yonseijung.com/
ysje4293119@naver.com,연세조은내과의원,서울 관악구,,02-889-3375,http://연세조은내과.com/
yscocoent@naver.com,연세코코이비인후과의원,서울 강남구,,02-555-5075,http://www.cocoent.kr/default/
sbclinic@sbclinic.kr,연세탑뷰티의원,서울 서초구,,02-533-4287,http://www.sbclinic.kr/
nfelicewoman@gmail.com,연세펠리체여성의원,서울 강남구,,02-448-5656,https://www.youtube.com/@형희선의성의보감
dbkbm@naver.com,연세프리미엄가정의학과의원,서울 송파구,,02-6958-7580,http://연세프리미엄.com
yhmc0306@daum.net,연세하나로의원,서울 중구,,02-2272-7728,https://www.yhmc.co.kr
admin@yshueclinic.co.kr,연세휴가정의학과의원,서울 서초구,,02-3472-7582,https://yshueclinic.co.kr
ds-kang@daum.net,연세힐피부과의원,서울 송파구,,02-423-5151,http://www.healskin.co.kr
khk30697@naver.com,열린연세의원,서울 강서구,,02-2652-0072,http://www.yyos.co.kr/
000clinic.marketing@gmail.com,영영영의원,서울 서초구,,,https://www.000clinic.com
yelinebe@gmail.com,예라인의원,서울 강남구,,02-6951-0071,https://ylcell.com
yjukhome@gmail.com,예라인의원,서울 강남구,,02-6951-0071,https://ylcell.com
dr67042@naver.com,예예의원,서울 금천구,,02-838-0675,http://yeyeclinic.ad-media.kr/
ogncell-ddm@naver.com,오가나셀 피부과의원 동대문점,서울 동대문구,,02-2038-3275,https://oganaskinddm.com
ognmagok@naver.com,오가나셀피부과의원마곡점,서울 강서구,,02-2659-2888,https://oganacell-magok.com/
oracleprs@naver.com,오라클성형외과의원,서울 동대문구,,02-2244-7575,https://moracleprs4np.zaemit.com/
aubeclinic@gmail.com,오브의원,서울 용산구,,02-595-4916,https://youtube.com/@aubeclinic?si=9ZH59TKPppuoo4NS
naubeclinic1@naver.com,오브의원,서울 용산구,,02-595-4916,https://youtube.com/@aubeclinic?si=9ZH59TKPppuoo4NS
scme5541@naver.com,오블리주의원,서울 마포구,,02-393-5541,https://booking.naver.com/booking/13/bizes/167377?area=pll
orbitclinic.kr@gmail.com,오빗의원,서울 강남구,,02-517-8004,http://www.orbit-clinic.com/
landt777@naver.com,오에스티의원,서울 서대문구,,02-322-7570,http://www.ostclinic.co.kr
gangnam_bom@naver.com,오크우드봄의원,서울 강남구,,02-6925-5755,https://owbomclinic.com
privacypolicyupdates@automattic.com,온마취통증의학과의원,서울 동작구,,02-835-7588,https://onpain.clinic/
olimeye2024@naver.com,올림안과의원,서울 강남구,,02-599-0110,https://olimeye.com
youryoungps@gmail.com,와이영성형외과의원,서울 강남구,,02-568-7625,https://youryoung.co.kr/
tommso@naver.com,우리365의원,서울 강서구,,02-3663-3119,http://woori365.com/
woouro@woouro.com,우비뇨기과의원,서울 송파구,,02-404-7220,http://woouro.com/
jimmy125@naver.com,우아한여성의원,서울 강남구,,02-541-4501,http://www.wooahanwoman.kr/
tshs17th@gmail.com,울트라정형외과의원,서울 관악구,,02-862-1275,http://www.ultraos.co.kr
yeohwa@hotmail.com,움튼산부인과의원,서울 마포구,,02-322-2289,http://www.wombtunes.org/
wonderfulprs@gmail.com,원더풀성형외과의원,서울 서초구,,02-512-9996,https://wonderfulps.com/
wellasdermatology@naver.com,웰라스피부과의원,서울 강남구,,02-556-2556,http://wellasclinic.com
well@wellclinic.co.kr,웰비뇨기과의원,서울 서대문구,,02-3217-8875,http://www.wellclinic.co.kr/
well@stonewell.co.kr,웰비뇨기과의원,서울 동대문구,,02-2248-8245,http://www.stonewell.co.kr/
scrtgarden@hanmail.net,웰스킨의원,서울 서초구,,02-532-7579,http://www.wellskinclinic.net/
web@email.net,위즈미여성의원,서울 서초구,,02-2651-3030,http://wmclinic.co.kr/
ulineclinic00@naver.com,유라인의원,서울 강남구,,02-516-7588,https://ulinebody.com/?src=image&kw=0018E2
eureka_skin@naver.com,유레카피부과의원,서울 강남구,,02-3446-7515,http://www.eurekaskin.com
rngy0221@naver.com,유로스메디컬의원,서울 강남구,,02-2039-2577,https://urosmedicalcenter.com/
jhng70@naver.com,유안정형외과의원,서울 서초구,,02-6203-7882,http://www.uahn.co.kr/
uonneclinic@naver.com,유온느의원,서울 마포구,,02-332-6560,https://uonneclinic.co.kr
djwell1190@gmail.com,유웰비뇨의학과의원,서울 강남구,,02-501-1190,http://www.sjwell.com/
123uzing@naver.com,유진스의원,서울 강남구,,02-516-3070,http://eugensclinic.com/
youtoo5148833@gmail.com,유투성형외과의원,서울 강남구,,02-514-8843,https://u2ps.kr/
sshgsgs@naver.com,은평삼성화외과의원,서울 은평구,,02-6352-7575,http://www.samsunghwa.co.kr
moonturks@naver.com,이과수비뇨기과의원,서울 금천구,,02-807-8881,http://booking.naver.com/booking/13/bizes/862127
contact@erutan.co.kr,이루탄메디케어의원,서울 금천구,,1533-2575,https://erutan.co.kr/
info@imageup.co.kr,이미지업의원,서울 서초구,,02-555-1550,https://www.imageup.co.kr/
leehy0305@hanmail.net,이안의원,서울 강남구,,02-538-3110,http://www.ianclinic.kr
esps1001@naver.com,이에스청담성형외과의원,서울 강남구,,02-540-6042,http://www.escheongdam.co.kr/
eoclinic252525@gmail.com,이오의원,서울 강남구,,02-3444-9555,http://www.eoclinic.kr/
penicho@naver.com,이윤수조성완비뇨기과의원,서울 중구,,02-779-4500,http://www.penilee.co.kr
jwbyun2002@naver.com,이화더블유산부인과의원,서울 마포구,,02-363-7588,http://www.ewhawobgy.com/
encodeclinic@gmail.com,인코드의원,서울 강남구,,02-561-6089,https://www.encodeclinic.co.kr/
psintro@naver.com,인트로성형외과의원,서울 서초구,,02-515-8008,https://www.introps.co.kr
ilchiplastic@gmail.com,일치성형외과의원,서울 강남구,,02-567-0312,https://www.ilchips.com
contact@jarada.kr,자라다의원,서울 성동구,,02-511-6913,https://jarada.kr
stinkyjh@naver.com,잠실닥터에버스의원,서울 송파구,,02-425-2010,https://evers13.co.kr/
neonadsl@naver.com,제너리스의원 연신내점,서울 은평구,,02-6949-5703,https://yeonsinnae.generless.com/
jdclinic3434@naver.com,제이디의원,서울 강남구,,02-523-7581,http://www.jdclinic.com/
jfclinic0526@gmail.com,제이에프셀피부과의원,서울 강남구,,02-515-0526,http://www.jfclinic.com/
jfsyderma@naver.com,제이에프셀피부과의원,서울 강남구,,02-515-0526,http://www.jfclinic.com/
jmclinicsc@gmail.com,제이엠가정의학과의원,서울 서초구,,02-534-2090,https://jmhealth.co.kr/
jmskin77@gmail.com,제이엠김정민피부과의원,서울 서초구,,02-6953-1212,http://jmskin.co.kr
jayjunps@gmail.com,제이준성형외과의원,서울 강남구,,02-563-0530,https://www.youtube.com/@jayjunplasticsurgery9968
parkjk@jk-corp.co.kr,제이케이성형외과의원,서울 강남구,,02-3442-1142,https://www.jkplastic.com
help@jeilent.com,제일이비인후과의원,서울 강남구,,02-517-5085,http://jeilent.com
wdcman@daum.net,조병수의원,서울 강남구,,02-541-3991,http://www.신장.com/
wdcuman@daum.net,조병수의원,서울 강남구,,02-541-3991,http://www.신장.com/
jpclinic8830@naver.com,조앤박의원,서울 강남구,,02-517-8830,http://www.joandpark.com/
jomossi1212@naver.com,조은이비인후과의원,서울 금천구,,892-8575,https://joeunclinic.com
changchd@gmail.com,조창현내과의원,서울 성동구,,02-2297-0406,https://hyunim.mobidoc.us
ys-jeon1001@hanmail.net,중랑연세내과의원,서울 중랑구,,02-6956-1757,http://www.sandolhospital.com/
joongangos@naver.com,중앙정형외과의원,서울 동대문구,,02-953-2282,http://www.joongangclinic.com
juliet526@naver.com,지앤산부인과의원,서울 구로구,,02-852-2828,http://www.jiaen.co.kr
baramsok@daum.net,지인산부인과의원,서울 성북구,,02-923-8888,http://www.huu.kr
huu@huu.kr,지인산부인과의원,서울 성북구,,02-923-8888,http://www.huu.kr
master@master.com,지힐링스퀘어의원,서울 강남구,,02-546-2575,http://www.gclinic.kr/
ugly3bros@gmail.com,차이마취통증의학과의원,서울 관악구,,02-884-0075,http://chypain.com/
chai-clinic@naver.com,차이의원,서울 마포구,,02-6933-6626,https://chaiclinic.co.kr
sielcha@hanmail.net,차인혜내과의원,서울 서초구,,02-3481-1919,http://drchaim.com/
chamdaunclinic@gmail.com,참다운내과의원,서울 종로구,,02-2272-9998,http://chamdaunclinic.com
charmloveos@naver.com,참사랑가정의원,서울 송파구,,02-407-7588,http://csros.com/
jihyuntaiyun@naver.com,참사랑의원,서울 노원구,,02-933-7575,https://chamsarang1075.com
idcharm23@naver.com,참의원,서울 관악구,,02-838-3380,http://www.cclinic.kr
info@changskin.com,창피부과의원,서울 강남구,,02-538-3575,http://www.changskin.com
skinchae@naver.com,채희재피부과의원,서울 은평구,,02-385-3330,http://www.skinchae.co.kr
joostyle99@naver.com,청담글래시피부과의원,서울 강남구,,02-515-5255,https://booking.naver.com/booking/13/bizes/695390?theme=place&area=ple
naolclinic.kr@gmail.com,청담나올의원,서울 강남구,,02-741-2255,https://www.naolclinic.com
theoskinclinic@gmail.com,청담더오피부과의원,서울 강남구,,02-3444-0501,https://www.theoskinclinic.com
ruby_clinic@naver.com,청담루비의원,서울 강남구,,02-515-2005,https://www.rubyclinic-cheongdam.com/
drohhappy@hanmail.net,청담바롬의원,서울 용산구,,02-3275-7900,http://www.varom.kr/
jsale31@naver.com,청담보드레의원,서울 노원구,,02-6737-7776,https://www.cd-bodre.com/
docyjh@naver.com,청담비아이의원,서울 강남구,,02-501-2727,http://www.cdbi.co.kr/
bnaclinicofficial@gmail.com,청담비포앤애프터의원,서울 강남구,,02-544-1614,http://bnaclinic.co.kr/
cheongdamcellclinic@naver.com,청담셀의원,서울 강남구,,02-514-2225,https://booking.naver.com/booking/13/bizes/942672
jhjang@carecrm.co.kr,청담셀의원,서울 강남구,,02-514-2225,https://booking.naver.com/booking/13/bizes/942672
info@ardenclinic.com,청담아르덴의원,서울 강남구,,02-518-1259,https://www.cheongdam-arden.com/
info@anneclinic.com,청담안느의원,서울 강남구,,02-545-2332,https://anneclinic.com/
cheongdameclat_de@naver.com,청담에끌라드의원,서울 강남구,,02-6120-8888,http://www.eclatde.com
cdaceclinic@daum.net,청담에이스의원,서울 강남구,,02-511-8556,https://cdaceclinic.com
deesse2015@naver.com,청담여신성형외과의원,서울 강남구,,02-1800-2662,http://deesse.co.kr/main/main.php
content.itsme.clinic@gmail.com,청담잇츠미의원,서울 강남구,,02-515-0555,http://itsme1.kr/
jeunex.ch@gmail.com,청담쥬넥스피부과의원,서울 강남구,,549-0025,https://www.jeunexclinic.com
heal2022@naver.com,청량힐정형외과의원,서울 동대문구,,02-967-7588,https://청량힐정형외과.com
angelcyy@naver.com,최윤영내과의원,서울 강북구,,02-982-7575,http://www.herdoctor.co.kr/
contactus@k-cent.com,치유성형외과의원,서울 강남구,,0507-1387-1141,http://chiups.com
elcid707@naver.com,코넬비뇨의학과의원,서울 광진구,,02-468-8119,http://www.conel.co.kr
beautydr@hotmail.com,코앤유의원,서울 강서구,,02-2661-0567,http://www.conyou.co.kr
cohen@naver.com,코헨의원,서울 강남구,,02-568-2580,http://www.cohenclinic.co.kr/
collnaum1@gmail.com,콜나움의원,서울 강남구,,02-562-1374,http://collnaum.co.kr/
qdclinic@naver.com,큐디의원,서울 강남구,,02-514-1650,https://qdclinic.co.kr/
iyou0311@naver.com,클린앤미피부과의원,서울 마포구,,02-307-3375,http://www.cleannmi.co.kr
kyolseoul.reserve@gmail.com,키올의원,서울 서초구,,,https://kyol.world
targetps@kakao.com,타겟성형외과의원,서울 강남구,,02-545-0345,https://www.targetprs.com/
timeless1034@gmail.com,타임리스피부과의원,서울 서대문구,,02-365-0077,http://www.tlkyodae.com
tlskin@naver.com,타임리스피부과의원,서울 서대문구,,02-365-0077,http://www.tlkyodae.com
timereturn@naver.com,타임리턴의원,서울 영등포구,,02-6956-1661,http://timereturnclinic.com
tatoanw@naver.com,타토아의원,서울 강남구,,02-542-0222,https://tatoanw.co.kr
tamgun@naver.com,탐의원,서울 강남구,,3444-5975,http://www.tamclinic.co.kr/
wjddufkk10@naver.com,태미안 의원,서울 중랑구,,02-529-2871,http://taemian.co.kr/
lbqfzscq@163.com,테크필피부과의원,서울 강남구,,02-568-7175,http://www.hayans.com/
triomphedr@naver.com,트리옹프닥터의원,서울 중구,,02-6237-7771,http://www.triomphedr.com
tipclinic@naver.com,티아이피재활의학과의원,서울 용산구,,02-6959-8228,http://tipclinic.co.kr/
ttps22@naver.com,티티성형외과의원,서울 강남구,,02-6953-7566,http://ttps.kr
pangpangclinic@naver.com,팽팽의원,서울 강남구,,1600-3300,https://booking.naver.com/booking/13/bizes/867219
purpleclinic@naver.com,퍼플의원,서울 송파구,,02-421-0613,https://www.purpleclinic.co.kr/
foretskin@naver.com,포레피부과의원,서울 강남구,,02-2294-4888,https://youtube.com/@drleehaeun
pointupclinic@naver.com,포인트업의원,서울 강남구,,02-3446-9544,http://www.pointupclinic.co.kr
forhairgroup@gmail.com,포헤어의원,서울 강남구,,02-542-0424,https://www.forhair.co.kr
_fullfaceclinickr@gmail.com,풀페이스의원,서울 마포구,,02-332-2648,http://fullface.co.kr/
woodnote@gmail.com,풀페이스의원,서울 마포구,,02-332-2648,http://fullface.co.kr/
primiclinic@gmail.com,프리미의원,서울 성동구,,070-5029-5131,https://primiclinic.com/
kihofood@naver.com,플레이트의원,서울 강남구,,02-2039-7863,https://clinicplate.com/
lovechannel99@hanmail.net,피그마리온의원,서울 강남구,,02-556-6308,http://pygmalion2020.com/
info@fineclinic.com,피네의원,서울 서초구,,02-514-8484,https://thefineclinic.com
fidesclinicseoul@naver.com,피데스의원,서울 강남구,,02-540-7931,https://fidesclinic.imweb.me/
nadaumps@naver.com,픽셀랩성형외과의원,서울 서초구,,02-595-8568,https://pixelab.co.kr/
fillnfill@naver.com,필앤필의원,서울 강남구,,02-6407-1000,https://fillnfill.com
zotaping@naver.com,핑슬림의원,서울 서초구,,554-1969,https://pingclinic.kr
skylakeskin@naver.com,하늘호수피부과의원,서울 강동구,,02-481-3555,http://www.skylakeskin.com/
haruclinic7@naver.com,하루의원,서울 강남구,,02-511-2213,http://haruclinic.co.kr/
highlineskin.official@gmail.com,하이라인피부과의원,서울 강서구,,1660-2480,https://www.highlineskin.com
atenvue73@gmail.com,하이맵의원,서울 서초구,,02-6232-7582,https://blog.himapclinic.com/
ceo@growthmk.com,하이맵의원,서울 서초구,,02-6232-7582,https://blog.himapclinic.com/
hello@inblog.ai,하이맵의원,서울 서초구,,02-6232-7582,https://blog.himapclinic.com/
martin@hagajae.com,학아재의원,서울 강남구,,02-515-7647,http://www.hagajaeclinic.com/
evaevo@naver.com,한나셀의원,서울 강남구,,,http://hannacell.com
admin@hyhosp.com,한마음의원,서울 광진구,,02-455-2264,http://www.hyhosp.com/
customer@hyhosp.com,한마음의원,서울 광진구,,02-455-2264,http://www.hyhosp.com/
kospia@hanmail.net,한맘플러스재활의학과의원,서울 강남구,,02-3452-9912,http://www.1mam.net
hanbit7582@naver.com,한빛가정의학과의원,서울 강남구,,02-508-6623,http://www.hanbit2k.co.kr/
hello@company.co,한양정형외과의원,서울 동대문구,,02-2242-7844,https://www.hyos.co.kr
juyhu@yahoo.co.kr,한양정형외과의원,서울 동대문구,,02-2242-7844,https://www.hyos.co.kr
hadela7585@naver.com,해맑은소아과의원,서울 광진구,,02-3437-3722,http://www.sunhani.co.kr
lovehadela@naver.com,해맑은소아과의원,서울 광진구,,02-3437-3722,http://www.sunhani.co.kr
happyskinclinic4u@gmail.com,행복한피부과의원,서울 노원구,,02-932-2255,http://www.happyskin.co.kr
ma6107@hanmail.net,현대의원,서울 도봉구,,02-993-0335,http://www.hdhosp.co.kr/
hsmin2024@naver.com,혜성민가족의원,서울 노원구,,02-952-8866,https://hyesungmin.ad-media.kr
hosan01@daum.net,호산의원,서울 구로구,,02-862-7067,http://www.ladyhosan.co.kr/
info@hosooclinic.com,호수의원,서울 용산구,,02-792-0506,http://www.hosooclinic.com/
contact@hoan.clinic,호안의원,서울 용산구,,02-6497-5050,https://hoan.clinic/
hongdae@bettermeclinic.co.kr,홍대입구역베러미의원,서울 마포구,,1833-8185,https://hongdae.bettermeclinic.co.kr/
april31s@april31.co.kr,4월31일성형외과의원,서울 강남구,,02-540-6777,http://www.april31.co.kr
jjiyoon@hotmail.com,4월31일성형외과의원,서울 강남구,,02-540-6777,http://www.april31.co.kr
garnetps100@gmail.com,가넷성형외과의원,서울 강남구,,02-517-8800,http://www.garnetps.co.kr/?mik=place
zhairline@naver.com,그녀의헤어라인의원,서울 강남구,,02-6953-5827,http://zhairline.com
zhairline@zhairline.com,그녀의헤어라인의원,서울 강남구,,02-6953-5827,http://zhairline.com
cybercid@spo.go.kr,글램성형외과의원,서울 강남구,,02-543-0309,http://glamps.co.kr
godo@godo.co.kr,김종서성형외과의원,서울 강남구,,3416-0070,http://www.surgery.co.kr
plastic@surgery.co.kr,김종서성형외과의원,서울 강남구,,3416-0070,http://www.surgery.co.kr
nobley7300@naver.com,노블와이성형외과의원,서울 강남구,,02-3446-7300,http://www.nobley.co.kr
krckrc@hanmail.net,노상훈성형외과의원,서울 강남구,,0507-1417-3639,http://www.rohps.com/
dams01@naver.com,담스의원,서울 중구,,2233-3438,http://www.dams.co.kr
kplusksy1@naver.com,더케이플러스성형외과의원,서울 강남구,,02-515-8030,https://kplusdrkim.co.kr/
dodreamps@naver.com,두드림성형외과의원,서울 강남구,,02-564-6500,http://www.dodreamps.com/
dbplastic2@gmail.com,디비성형외과의원,서울 강남구,,02-553-9870,http://www.db-ps.co.kr
resetps25@naver.com,리셋성형외과의원,서울 서초구,,02-6246-1113,http://www.resetps.com
psdrjeon@naver.com,리아이성형외과의원,서울 강남구,,02-549-7889,http://li-eye.com/
retmusps@gmail.com,리트머스성형외과의원,서울 강남구,,02-567-8988,http://retmusps.com/
mano_ps@naver.com,마노성형외과의원,서울 서초구,,0000-0000,http://manops.co.kr/
mgtyps@naver.com,마이티성형외과의원,서울 강남구,,02-537-2200,https://www.mgty.co.kr/
moandlineps@naver.com,모앤라인성형외과의원,서울 강남구,,02-517-4890,http://moandlineps.com/
moplus_1@naver.com,모플러스성형외과의원,서울 서초구,,02-548-5863,http://www.moplusps.com
mulyps@naver.com,뮬리성형외과의원,서울 서초구,,02-512-7005,https://www.mulyps.com
minopsps@gmail.com,미노성형외과의원,서울 강남구,,02-6204-6333,http://www.minops.co.kr/
borndips@naver.com,본디성형외과의원,서울 서초구,,02-534-5533,http://www.borndips.com
bonps2017@gmail.com,비온성형외과의원,서울 강남구,,541-9559,http://bon-ps.com/
hello@saips.co.kr,사이성형외과의원,서울 강남구,,02-512-4647,https://www.saips.co.kr
samsungsueye@naver.com,삼성수안과의원,서울 관악구,,02-887-7500,https://samsungsueye.com
sharpps.drk@gmail.com,샤프(SHARP)성형외과의원,서울 서초구,,02-599-8875,http://sharpps.kr
