hospital_name,institution_type,specialty,departments,address,sido,sigungu,dong,phone,website,email,representative,bed_count,doctor_count,established_date,ykiho
모아재활의학과소아청소년과의원,의원,,,"서울특별시 광진구 뚝섬로 587, 4층 (자양동)",서울,광진구,자양동,02-6959-7075,,,,0,2,20211210,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzIxIyQxIyQxIyQ2MiQzNjE4MzIjNzEjJDEjJDgjJDgz
모아트의원,의원,,,"서울특별시 강남구 강남대로 626, 엠아이타워빌딩 4층 (신사동)",서울,강남구,신사동,02-511-9966,,,,0,1,20180523,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQ5OSQzNjEyMjIjNTEjJDEjJDYjJDgz
모앤블레스의원,의원,,,"서울특별시 강남구 압구정로 208, 본경빌딩 3층 (신사동)",서울,강남구,신사동,02-540-0011,,,,0,1,20131029,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzIxIyQxIyQ1IyQwMyQyNjE0ODEjNjEjJDEjJDAjJDgz
모앤제일의원,의원,,,"서울특별시 강남구 테헤란로 111, 대건빌딩 3층 (역삼동)",서울,강남구,역삼동,02-557-3312,,,,0,1,20181102,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQ4OSQzNjEyMjIjODEjJDEjJDYjJDgz
모에코의원,의원,,,"서울특별시 서초구 서초대로 283, 남촌빌딩 5층 (서초동)",서울,서초구,서초동,02-6258-8275,,,,0,1,20251210,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQxMyQyNjE4MzIjNjEjJDEjJDAjJDgz
모엠의원,의원,,,"서울특별시 강남구 테헤란로 101, 이즈타워 5층 (역삼동)",서울,강남구,역삼동,02-552-0301,,,,0,2,20220518,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQ5OSQyNjE4MzIjODEjJDEjJDYjJDgz
모연산부인과의원,의원,,,"서울특별시 중랑구 면목로 299, 5층 (면목동)",서울,중랑구,면목동,02-6398-1204,,,,0,1,20220118,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzIxIyQxIyQ1IyQ3OSQzNjE4MzIjNjEjJDEjJDAjJDgz
모우다의원,의원,,,"서울특별시 강남구 논현로 823, B&S빌딩 3층 (신사동)",서울,강남구,신사동,02-6953-5890,,,,0,1,20221205,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzQxIyQxIyQ3IyQxMyQyNjEwMDIjNjEjJDEjJDgjJDgz
모우림의원,의원,,,"서울특별시 강남구 논현로 868, 구정빌딩 4층 401호 (신사동)",서울,강남구,신사동,02-6952-7377,,,,0,2,20220323,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzIxIyQxIyQ5IyQ3OSQyNjEyMjIjNDEjJDEjJDQjJDgz
모원성형외과의원,의원,,,"서울특별시 강남구 도산대로 119, 10층 (신사동)",서울,강남구,신사동,02-543-1190,,,,0,2,20240327,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ2MiQyNjE4MzIjNTEjJDEjJDIjJDgz
모제림성형외과의원,의원,,,"서울특별시 강남구 논현로 842, 압구정빌딩 5,7층 (신사동)",서울,강남구,신사동,02-2628-1001,http://www.hairdoc.co.kr,,,0,16,20040930,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzUxIyQxIyQxIyQ5OSQzNjEwMDIjNjEjJDEjJDgjJDgz
모즈의원,의원,,,"서울특별시 강남구 압구정로80길 33, 2,4층 (청담동)",서울,강남구,청담동,02-545-1618,,,,0,5,20200420,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ3MiQzNjEwMDIjNTEjJDEjJDIjJDgz
모찌(MOCCI)의원,의원,,,"서울특별시 서초구 강남대로 403, 10층 (서초동)",서울,서초구,서초동,02-6677-2277,,,,0,1,20241115,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzUxIyQxIyQxIyQ4MiQzNjE4MzIjNjEjJDEjJDQjJDgz
모차르트성형외과의원,의원,,,"서울특별시 용산구 한강대로 69, 업무동 7층 701-7호 (한강로2가, 용산푸르지오써밋)",서울,용산구,한강로2가,02-797-7707,,,,0,1,20180816,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQ2MiQyNjE4MzIjNDEjJDEjJDQjJDgz
모텐셜의원,의원,,,"서울특별시 강남구 도산대로 415, 갤러리제이씨 3층 (청담동)",서울,강남구,청담동,02-518-1023,,,,0,1,20220602,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQ2MiQzNjEyMjIjODEjJDEjJDIjJDgz
모프로의원,의원,,,"서울특별시 강남구 도산대로 157, 신웅타워2 3층 (신사동)",서울,강남구,신사동,02-546-5824,,,,0,1,20231010,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQwMyQyNjEyMjIjNjEjJDEjJDAjJDgz
모힐의원,의원,,,"서울특별시 강남구 논현로 833, 505호 (신사동, 재경빌딩)",서울,강남구,신사동,1899-7527,www.moheal.co.kr,,,0,1,20141203,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzUxIyQxIyQxIyQ2MiQyNjE0ODEjNzEjJDEjJDgjJDgz
목동고운세상피부과의원,의원,,,"서울특별시 양천구 오목로 281, 1층 (목동)",서울,양천구,목동,02-2607-4378,http://www.beautyforever.co.kr,,,0,1,20060407,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ3OSQyNjEyMjIjNDEjJDEjJDQjJDgz
목동깨비365의원,의원,,,"서울특별시 양천구 목동중앙북로4길 6, 1층 (목동)",서울,양천구,목동,02-2138-0031,,,,0,2,20240827,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQxMyQzNjEwMDIjODEjJDEjJDYjJDgz
목동닥터스피부과의원,의원,,,"서울특별시 양천구 신목로 88, 5층 (신정동)",서울,양천구,신정동,02-6953-1775,,,,0,1,20250919,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQ5MiQ0NjEwMDIjNTEjJDEjJDIjJDgz
목동리뉴의원,의원,,,"서울특별시 양천구 등촌로 32, 목동 태영프라자 9층 (목동)",서울,양천구,목동,02-2652-0575,,,,0,1,20160628,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQxMyQ0NjEwMDIjNDEjJDEjJDgjJDgz
목동리더스피부과의원,의원,,,"서울특별시 양천구 오목로 299, 목동트라팰리스 이스턴에비뉴 가로변상가 703,704호 (목동)",서울,양천구,목동,02-2605-2700,,,,0,2,20171229,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ3MiQyNjEyMjIjNTEjJDEjJDIjJDgz
목동미소가인피부과의원,의원,,,"서울특별시 양천구 오목로 345, 목동 슬로우스퀘어 5층 (목동)",서울,양천구,목동,02-2643-9900,http://www.misogain.co.kr/intro/mokdong/index.jsp,,,0,1,20100115,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQxMyQzNjEwMDIjNjEjJDEjJDAjJDgz
목동사이렌의원,의원,,,"서울특별시 양천구 등촌로 2, 202호 (목동)",서울,양천구,목동,02-2644-5572,,,,0,1,20171019,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQxMyQ0NjEwMDIjNTEjJDEjJDIjJDgz
목동서울정형외과의원,의원,,,"서울특별시 양천구 등촌로 234, 지하1, 3층 (목동)",서울,양천구,목동,02-6095-1234,https://목동서울정형외과.com,,,0,1,20251014,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ4OSQzNjE0ODEjNjEjJDEjJDAjJDgz
목동연세가정의학과의원,의원,,,"서울특별시 양천구 목동중앙본로 68-1, 2층 (목동)",서울,양천구,목동,02-2644-3650,,,,0,1,20140318,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzMxIyQxIyQzIyQ5OSQyNjEyMjIjNDEjJDEjJDQjJDgz
목동연세앤의원,의원,,,"서울특별시 양천구 중앙로 253, 3층 (신정동)",서울,양천구,신정동,02-2607-2221,,,,0,1,20150310,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzUxIyQxIyQ1IyQ3MiQzNjE0ODEjNTEjJDEjJDYjJDgz
목동원핏가정의학과의원,의원,,,"서울특별시 양천구 오목로 345, 목동 슬로우스퀘어 2층 206~208호 (목동)",서울,양천구,목동,02-6949-2091,,,,0,1,20200326,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQ5OSQyNjE0ODEjNDEjJDEjJDQjJDgz
목동제이의원,의원,,,"서울특별시 강서구 등촌로 29, 기업은행화곡동지점 3층 일부호 (화곡동)",서울,강서구,화곡동,02-2644-6450,,,,0,1,20220328,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQxMyQyNjE4MzIjNjEjJDEjJDAjJDgz
목동톡스앤필의원,의원,,,"서울특별시 양천구 신정중앙로 103, 4층 (신정동)",서울,양천구,신정동,02-2692-1131,,,,0,1,20130206,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQwMyQzNjEwMDIjNDEjJDEjJDgjJDgz
목동항외과의원,의원,,,"서울특별시 양천구 목동동로 212, 더빌딩 2층 (목동)",서울,양천구,목동,02-6953-1517,,,,0,1,20220428,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzMxIyQxIyQzIyQ3OSQzNjE0ODEjNTEjJDEjJDIjJDgz
목차수내과의원,의원,,,"서울특별시 강동구 구천면로 658, 3층 (상일동)",서울,강동구,상일동,02-3426-7010,,,,0,1,20230102,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQzIyQ3MiQ0NjE0ODEjNTEjJDEjJDIjJDgz
몬스터의원,의원,,,"서울특별시 강남구 압구정로30길 16, 아크힐즈16 4, 6층 (신사동)",서울,강남구,신사동,02-543-2488,http://www.monsterclinic.com,,,0,1,20230117,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzUxIyQxIyQxIyQ2MiQzNjE0ODEjNDEjJDEjJDgjJDgz
몸과맘편한의원,의원,,,"서울특별시 도봉구 마들로 657, 208,209호 (방학동, 이에스에이아파트)",서울,도봉구,방학동,02-955-0105,,,,0,1,20060613,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQxMyQzNjEyMjIjNDEjJDEjJDgjJDgz
몸편한내과의원,의원,,,"서울특별시 노원구 덕릉로 744, 금강빌딩 2층 (상계동)",서울,노원구,상계동,02-930-1900,,,,0,2,20220215,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQxIyQ3MiQzNjEwMDIjNjEjJDEjJDAjJDgz
무드온성형외과의원,의원,,,"서울특별시 강남구 강남대로 584, 성일빌딩 4층 (논현동)",서울,강남구,논현동,02-511-0009,,,,0,2,20221107,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzQxIyQxIyQ3IyQ3MiQ0NjE0ODEjNjEjJDEjJDAjJDgz
무지개소아청소년과의원,의원,,,"서울특별시 강동구 아리수로50길 50, 4층 (고덕동, 래미안힐스테이트고덕)",서울,강동구,고덕동,02-426-5575,,,,0,1,20170302,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzExIyQxIyQzIyQ2MiQzNjEyMjIjNjEjJDEjJDQjJDgz
무지개의원,의원,,,"서울특별시 강남구 논현로 409, 2층 (역삼동)",서울,강남구,역삼동,,,,,0,1,20051221,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzIxIyQyIyQ5IyQwMCQzNjEwMDIjNTEjJDEjJDYjJDgz
무척시원정형외과의원,의원,,,"서울특별시 성동구 독서당로 434, 대림종합상가 2층 212호 (응봉동)",서울,성동구,응봉동,02-541-9080,,,,0,1,20220221,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzIxIyQxIyQ5IyQ2MiQzNjE4MzIjODEjJDEjJDYjJDgz
묵동제일정형외과의원,의원,,,"서울특별시 중랑구 동일로 933, 묵동제일정형외과 (묵동)",서울,중랑구,묵동,02-974-9334,,,,0,1,20010510,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMzUxIzUxIyQxIyQxIyQ3MiQyNjE4MzIjODEjJDEjJDIjJDgz
문래한마음내과의원,의원,,,"서울특별시 영등포구 선유로 49, 201~202호 (문래동6가, 미주프라자아파트)",서울,영등포구,문래동6가,02-2677-7171,,,,0,3,20211029,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzIxIyQxIyQxIyQ3OSQyNjEyMjIjNzEjJDEjJDgjJDgz
문비뇨기과의원,의원,,,"서울특별시 노원구 화랑로 325, 3층 (월계동, 우현빌딩)",서울,노원구,월계동,02-909-4500,,,,0,1,19940402,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzQxIyQxIyQ3IyQ5MiQ0NjE0ODEjNjEjJDEjJDAjJDgz
문상은피부과의원,의원,,,"서울특별시 서초구 잠원로 94, 3층 (잠원동, 한신상가)",서울,서초구,잠원동,595-0700,,,,0,1,20050719,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQ2MiQzNjEyMjIjNjEjJDEjJDgjJDgz
문의원,의원,,,"서울특별시 강남구 논현로168길 40, 레아트문클리닉 타워 2,3층 (신사동)",서울,강남구,신사동,02-3443-8979,,,,0,2,20170623,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzExIyQxIyQ3IyQ4OSQzNjEwMDIjNTEjJDEjJDIjJDgz
문찬수압구정성모내과의원,의원,,,"서울특별시 강남구 압구정로14길 6, 2층 (신사동)",서울,강남구,신사동,02-518-6080,,,,0,2,20240830,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ5IyQ2MiQzNjE4MzIjNDEjJDEjJDgjJDgz
문희식내과의원,의원,,,"서울특별시 구로구 경인로 201, 2층 (오류동)",서울,구로구,오류동,02-2612-2730,,,,0,1,20010928,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzQxIyQxIyQ3IyQwMyQzNjE0ODEjNjEjJDEjJDQjJDgz
물방울성형외과의원,의원,,,"서울특별시 서초구 강남대로 557, 성한빌딩 8, 12층 (잠원동)",서울,서초구,잠원동,02-511-7333,,,,0,4,20171027,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzIxIyQxIyQxIyQ4MiQyNjE0ODEjNjEjJDEjJDAjJDgz
뮤여성의원,의원,,,"서울특별시 동대문구 고미술로 81, 3층 (답십리동)",서울,동대문구,답십리동,02-2241-7582,,,,0,1,20181109,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQ5OSQzNjE4MzIjNjEjJDEjJDAjJDgz
뮤즈의원,의원,,,"서울특별시 강남구 강남대로 452, 대연빌딩 2~5층 (역삼동)",서울,강남구,역삼동,02-1544-2994,http://museclinic.co.kr/,,,0,2,20130409,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQ3MiQyNjEwMDIjODEjJDEjJDIjJDgz
뮤즈의원,의원,,,"서울특별시 마포구 서강로 136, 아이비타워 7층 (노고산동)",서울,마포구,노고산동,02-2138-0991,,,,0,1,20120814,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzIxIyQyIyQxIyQwMCQzNjE0ODEjNjEjJDEjJDAjJDgz
뮤즈의원,의원,,,"서울특별시 중구 퇴계로 97, 고려대연각타워 3층 301호,302호 (충무로1가)",서울,중구,충무로1가,02-754-5599,,,,0,2,20180831,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQ3MiQzNjE0ODEjNjEjJDEjJDQjJDgz
뮤토엘성형외과의원,의원,,,"서울특별시 용산구 한강대로23길 25, 로카우스 호텔 지1층 3호 (한강로3가)",서울,용산구,한강로3가,02-2138-2805,,,,0,2,20250519,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzExIyQxIyQ3IyQwMyQzNjE4MzIjNDEjJDEjJDgjJDgz
므두셀라의원,의원,,,"서울특별시 강남구 논현로134길 15, 3~4층 (논현동)",서울,강남구,논현동,02-6204-8180,,,,0,1,20250826,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQ2MiQyNjEwMDIjNjEjJDEjJDQjJDgz
미다스의원,의원,,,"서울특별시 용산구 새창로 217, 용산토투밸리 2층 (한강로2가)",서울,용산구,한강로2가,02-794-3019,,,,0,1,20170830,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ5MiQzNjEwMDIjODEjJDEjJDYjJDgz
미드나잇의원,의원,,,"서울특별시 강남구 학동로20길 66, 2,3층 (논현동)",서울,강남구,논현동,02-515-7585,https://www.midnightclinic.co.kr,,,0,1,20241218,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQ3OSQyNjEyMjIjNzEjJDEjJDgjJDgz
미드라인성형외과의원,의원,,,"서울특별시 서초구 서초대로73길 9, 타임빌딩 7층 (서초동)",서울,서초구,서초동,02-567-5518,midlineps.com,,,0,1,20190719,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzMxIyQyIyQzIyQwMCQ0NjE0ODEjNTEjJDEjJDIjJDgz
미드림피부과의원,의원,,,"서울특별시 성동구 왕십리로 309, 304호 (행당동, 왕십리역이스타빌 )",서울,성동구,행당동,02-2292-7700,,,,0,1,20060612,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzQxIyQyIyQ3IyQwMCQyNjE4MzIjNjEjJDEjJDgjJDgz
미라벨의원,의원,,,"서울특별시 중구 동호로 163, 3층 301호 (신당동)",서울,중구,신당동,02-2038-0070,,,,0,1,20181226,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQ5MiQ0NjEwMDIjNzEjJDEjJDgjJDgz
미라젠의원,의원,,,"서울특별시 강남구 선릉로 720, L빌딩 3층 (청담동)",서울,강남구,청담동,02-6205-5600,,,,0,1,20241024,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzExIyQxIyQ3IyQ4MiQzNjE0ODEjNDEjJDEjJDgjJDgz
미라클의원,의원,,,"서울특별시 송파구 송파대로 381, (석촌동, 5층)",서울,송파구,석촌동,02-416-7582,,,,0,1,20070903,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQxMyQyNjEwMDIjNTEjJDEjJDYjJDgz
미래365가정의학과의원,의원,,,"서울특별시 강서구 화곡로 398, 홈플러스강서점앤본사사옥 4층 (등촌동)",서울,강서구,등촌동,02-6958-8266,,,,0,1,20240711,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQ4OSQ0NjEwMDIjNTEjJDEjJDIjJDgz
미래365연합의원,의원,,,"서울특별시 양천구 곰달래로5길 17, 신월프라자 103,104,105,109호 (신월동)",서울,양천구,신월동,02-2699-8110,,,,0,1,20190409,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzUxIyQxIyQ1IyQ5OSQzNjEyMjIjODEjJDEjJDYjJDgz
미래드림신경과의원,의원,,,"서울특별시 관악구 남부순환로 1952, 6층 (봉천동)",서울,관악구,봉천동,02-875-7507,,,,0,1,20090615,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQxMyQyNjE4MzIjNTEjJDEjJDYjJDgz
미래마취통증의학과의원,의원,,,"서울특별시 강북구 도봉로 255, 나라빌딩 8~9층 (수유동)",서울,강북구,수유동,02-981-6523,,,,0,1,20021022,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzMxIyQxIyQ3IyQ5OSQ0NjEwMDIjNDEjJDEjJDgjJDgz
미래비뇨기과의원,의원,,,"서울특별시 노원구 동일로203가길 29, 브라운스톤 296-297호 (중계동)",서울,노원구,중계동,02-948-6090,,,,0,1,20060220,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQ5OSQzNjE4MzIjNTEjJDEjJDYjJDgz
미래셀의원,의원,,,"서울특별시 영등포구 양평로 133, 5,6,9층 (양평동5가)",서울,영등포구,양평동5가,02-2634-4300,,,,0,1,20181109,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQ5OSQzNjEwMDIjODEjJDEjJDIjJDgz
미래소아청소년과의원,의원,,,"서울특별시 강북구 삼양로 247, 3층 (미아동, 롯데마트 삼양점)",서울,강북구,미아동,02-987-7015,http://ansoa.mdrline.net/Module/DoctorInfo/DoctorInfo.asp,,,0,3,19960610,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ5IyQ3MiQzNjE0ODEjNTEjJDEjJDYjJDgz
미래아이내과의원,의원,,,"서울특별시 서대문구 수색로 100, 상가동 1층 105,106호 (북가좌동, DMC래미안이편한세상)",서울,서대문구,북가좌동,02-309-7582,http://www.miraeimed.com,,,0,1,20121122,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxOTYxIzUxIyQxIyQ1IyQ4MiQyNjE0ODEjNTEjJDEjJDIjJDgz
미래안과의원,의원,,,"서울특별시 강북구 도봉로 341, (수유동)",서울,강북구,수유동,02-990-7742,,,,0,1,20000202,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQzIyQ3MiQ0NjE0ODEjNDEjJDEjJDgjJDgz
미래의원,의원,,,"서울특별시 동대문구 왕산로 20, 3층 (신설동)",서울,동대문구,신설동,02-929-3200,,,,0,1,20190905,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQxIyQxIyQ4MiQzNjEwMDIjODEjJDEjJDYjJDgz
미래의원,의원,,,"서울특별시 성북구 종암로 132, 2층 204호 (종암동, 우림카이저팰리스)",서울,성북구,종암동,02-942-1945,http://www.miraeskin.co.kr,,,0,1,20100519,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzIxIyQxIyQxIyQxMyQzNjE0ODEjNDEjJDEjJDgjJDgz
미래의원,의원,,,"서울특별시 노원구 초안산로5길 12, 월계프라자 (월계동)",서울,노원구,월계동,02-900-4255,,,,0,1,20080422,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQ5MiQyNjE4MzIjNTEjJDEjJDYjJDgz
미래의원,의원,,,"서울특별시 종로구 종로41길 49, 2층 (종로6가)",서울,종로구,종로6가,02-742-6662,,,,0,1,20151209,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzIxIyQxIyQxIyQwMyQzNjE4MzIjNDEjJDEjJDgjJDgz
미래탑내과의원,의원,,,"서울특별시 동작구 상도로 246, 더라함 2층 (상도동)",서울,동작구,상도동,02-2088-7586,,,,0,2,20200909,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQ5OSQzNjE4MzIjNTEjJDEjJDYjJDgz
미랩의원,의원,,,"서울특별시 강남구 선릉로157길 24, 3층 (신사동)",서울,강남구,신사동,544-0030,,,,0,1,20131025,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzIxIyQxIyQ1IyQxMyQyNjEwMDIjNDEjJDEjJDQjJDgz
미러의원,의원,,,"서울특별시 송파구 송파대로 111, 205동 411,412호 (문정동, 파크하비오 하비오타워)",서울,송파구,문정동,02-400-8077,,,,0,1,20170608,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzQxIyQxIyQ3IyQ3OSQzNjE4MzIjNjEjJDEjJDAjJDgz
미모던피부과의원,의원,,,"서울특별시 강남구 광평로 280, 로즈데일오피스텔 2층 205호 (수서동)",서울,강남구,수서동,02-6207-5238,,,,0,3,20210825,JDQ4MTg4MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzExIyQxIyQ3IyQ4OSQyNjEwMDIjNDEjJDEjJDQjJDgz
미모드림의원,의원,,,"서울특별시 강동구 올림픽로 660, 303,304호 (천호동, 천호엘크루주상복합)",서울,강동구,천호동,02-2038-2707,,,,0,2,20150618,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxNzAyIzExIyQxIyQ3IyQ5OSQyNjE4MzIjODEjJDEjJDIjJDgz
미모아피부과의원,의원,,,"서울특별시 강동구 양재대로 1325, (성내동)",서울,강동구,성내동,02-484-3463,,,,0,1,20030521,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQ4MiQyNjE0ODEjNDEjJDEjJDgjJDgz
미몽피부과의원,의원,,,"서울특별시 동대문구 이문로 30, 3층 (휘경동)",서울,동대문구,휘경동,02-957-7537,,,,0,1,20020618,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzIxIyQxIyQ5IyQ4OSQyNjE4MzIjNDEjJDEjJDgjJDgz
미사랑성형외과의원,의원,,,"서울특별시 강남구 강남대로 526, 13,14층 (논현동)",서울,강남구,논현동,02-1577-7765,http://www.eoprs.co.kr,,,0,1,20030710,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQyIyQxIyQwMCQzNjE4MzIjNjEjJDEjJDAjJDgz
미사랑의원,의원,,,"서울특별시 금천구 시흥대로 187, 2,3층 (시흥동)",서울,금천구,시흥동,02-805-5110,,,,0,2,20050829,JDQ4MTg4MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ3OSQyNjE4MzIjNjEjJDEjJDAjJDgz
미샹떼의원,의원,,,"서울특별시 강남구 논현로 826, 제이와이(JY빌딩) 5층 (신사동)",서울,강남구,신사동,02-5664-7588,http://www.cosmetic.or.kr/,,,0,1,20181015,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkMzgxMTkxIzUxIyQxIyQxIyQwMyQyNjEyMjIjNDEjJDEjJDgjJDgz
미서울의원,의원,,,"서울특별시 강남구 강남대로 376, 9층 (역삼동)",서울,강남구,역삼동,02-533-9010,,,,0,3,20170530,JDQ4MTg4MSM1MSMkMiMkNCMkMDAkNDgxMTkxIzMxIyQxIyQ3IyQ3MiQzNjE0ODEjNjEjJDEjJDAjJDgz
