hospital_name,institution_type,specialty,departments,address,sido,sigungu,dong,phone,website,email,representative,bed_count,doctor_count,established_date,ykiho,source
이든한의원,"병원,의원>한의원",피부과,피부과,경기도 이천시 중리천로13번길 21 107호,경기도,이천시,중리천로13번길,,https://blog.naver.com/365kmdclinic,,,,,,,naver
이천에스한의원,"병원,의원>한의원",피부과,피부과,경기도 이천시 이섭대천로 1437 우리타워 6층 602호,경기도,이천시,이섭대천로,,http://www.s-car-net.co.kr/f/icheon_s/,,박기홍,,,,,naver
이천바른몸한의원,"병원,의원>한의원",피부과,피부과,경기도 이천시 이섭대천로 1234 1층 이천바른몸한의원,경기도,이천시,이섭대천로,,https://leandiet.co.kr/@barunmom_2000,,,,,,,naver
연세두루의원,"병원,의원>비뇨의학과",피부과,피부과,경기도 이천시 영창로 200,경기도,이천시,영창로,,http://www.duruclinic.com/,,,,,,,naver
미올한의원 이천점,"병원,의원>한의원",피부과,피부과,경기도 이천시 이섭대천로 1233 화창빌딩 4층,경기도,이천시,이섭대천로,,http://miall-ic.co.kr/,,,,,,,naver
뷰티온의원 안성점,"병원,의원>피부과",피부과,피부과,경기도 안성시 아양1로 77-25 폴리프라자 4층 407-415호,경기도,안성시,아양1로,,https://anseong.beautyon.co.kr/,beautyonmd@gmail.com,김균태,,,,,naver
길한의원,"병원,의원>한의원",피부과,피부과,경기도 안성시 공도읍 공도로 132 골드일번가 3층,경기도,안성시,공도읍,,https://blog.naver.com/koreanmedroad,,,,,,,naver
잇츠미의원 안성,"병원,의원>피부과",피부과,피부과,경기도 안성시 중앙로 366 크리스탈빌딩 3층,경기도,안성시,중앙로,,http://itsme-clinic-as.kr/,content.itsme.clinic@gmail.com,,,,,,naver
나무그늘한의원,"병원,의원>한의원",피부과,피부과,경기도 안성시 중앙로 370,경기도,안성시,중앙로,,https://blog.naver.com/namuomd,,,,,,,naver
제일한의원,"병원,의원>한의원",피부과,피부과,경기도 안성시 공도읍 공도로 83 메디컬프라자 4층 제일한의원,경기도,안성시,공도읍,,https://blog.naver.com/jeilhpt,,,,,,,naver
365키즈소아청소년과의원,"병원,의원>소아청소년과",피부과,피부과,경기도 의왕시 포일로 43 대림프라자 402호,경기도,의왕시,포일로,,http://365kids.co.kr/,,,,,,,naver
청담포레의원,"병원,의원>피부과",피부과,피부과,경기도 의왕시 내손중앙로 4 벨포레스퀘어 3층,경기도,의왕시,내손중앙로,,http://www.foretclinic.com/,,,,,,,naver
의왕참조은내과의원,"병원,의원>내과",피부과,피부과,경기도 의왕시 모락로 28 4층 401호,경기도,의왕시,모락로,,https://blog.naver.com/uwcharm,,,,,,,naver
연세새록의원,"건강,의료>병원,의원",피부과,피부과,"경기도 의왕시 내손중앙로 4 벨포레스퀘어 3층 306호, 307호",경기도,의왕시,내손중앙로,,http://yonseiburns.com,,,,,,,naver
성모정형외과의원,"병원,의원>정형외과",피부과,피부과,경기도 의왕시 모락로 16 현대프라자 502호,경기도,의왕시,모락로,,,,,,,,,naver
365경희사계한의원 옥정,"병원,의원>한의원",피부과,피부과,"경기도 양주시 옥정로 208 301호, 302호, 303호",경기도,양주시,옥정로,,https://blog.naver.com/fourseasonkmc,,,,,,,naver
다시봄날의원 양주옥정,"병원,의원>피부과",피부과,피부과,경기도 양주시 회천남로 76 한덕타워 6층 다시봄날의원 양주옥정점,경기도,양주시,회천남로,,https://yo.springdayclinic.com/,,이미지,,,,,naver
뷰티온피부과의원 양주옥정점,"병원,의원>피부과",피부과,피부과,경기도 양주시 회천남로 76 1동 4층 404호,경기도,양주시,회천남로,,https://yangju.beautyon.co.kr/,beautyonmd@gmail.com,원상현,,,,,naver
이안산부인과의원,"병원,의원>산부인과",피부과,피부과,경기도 양주시 옥정로 222 스카이타워 5층 502~504호,경기도,양주시,옥정로,,https://blog.naver.com/ianobgy,,,,,,,naver
감동한의원 양주,"병원,의원>한의원",피부과,피부과,경기도 양주시 옥정로 142,경기도,양주시,옥정로,,https://blog.naver.com/llbmhlyy,,,,,,,naver
든든한의원 구리,"병원,의원>한의원",피부과,피부과,경기도 구리시 체육관로80번길 23 2층,경기도,구리시,체육관로80번길,,https://blog.naver.com/deundeun-k,,,,,,,naver
라디앙의원 구리본점,"병원,의원>피부과",피부과,피부과,경기도 구리시 건원대로 3 4층 402~404호,경기도,구리시,건원대로,,https://blog.naver.com/tldus6522,,,,,,,naver
백점한의원,"병원,의원>한의원",피부과,피부과,경기도 구리시 안골로57번길 36-18 2층,경기도,구리시,안골로57번길,,https://blog.naver.com/100jeom_official,,,,,,,naver
메이퓨어의원 구리점,"병원,의원>피부과",피부과,피부과,경기도 구리시 검배로 5 우진빌딩 2층,경기도,구리시,검배로,,https://www.maypureclinic.com/ko/,,,,,,,naver
톡스앤필의원 구리점,"병원,의원>피부과",피부과,피부과,경기도 구리시 경춘로 253 다우스퀘어 7층 톡스앤필의원 구리점,경기도,구리시,경춘로,,http://www.toxnfill23.com/,bbg@bbgnetworks.com,피부,,,,,naver
강병원,"건강,의료>병원,의원",피부과,피부과,경기도 포천시 포천로 1570 정우빌딩,경기도,포천시,포천로,,,,,,,,,naver
매일온한의원 포천,"병원,의원>한의원",피부과,피부과,경기도 포천시 중앙로 73 1층,경기도,포천시,중앙로,,https://www.instagram.com/maeilon_kmd,,,,,,,naver
서울의원,"병원,의원>피부과",피부과,피부과,경기도 포천시 중앙로 138,경기도,포천시,중앙로,,http://dr9clinic.com/,,구경진,,,,,naver
정담피부과의원,"병원,의원>피부과",피부과,피부과,경기도 포천시 소흘읍 봉솔로5길 27 삼성프라자 4층 401호,경기도,포천시,소흘읍,,,,,,,,,naver
일동대영한의원 포천,"병원,의원>한의원",피부과,피부과,경기도 포천시 일동면 화동로 1069 1층 일동대영한의원,경기도,포천시,일동면,,http://myhani.kr/ildonghani,,,,,,,naver
외갓집한의원 여주,"병원,의원>한의원",피부과,피부과,경기도 여주시 청심로 161,경기도,여주시,청심로,,http://blog.naver.com/duksan886/223073852242,,,,,,,naver
중앙한방병원,"건강,의료>한방병원",피부과,피부과,경기도 여주시 세종로14번길 18 중앙프라자 2층,경기도,여주시,세종로14번길,,http://www.ja1075.com,,,,,,,naver
여주아산내과의원,"병원,의원>내과",피부과,피부과,"경기도 여주시 세종로 10 2층 203호,204호",경기도,여주시,세종로,,http://pf.kakao.com/_xeGsaxj,,,,,,,naver
김한의원,"병원,의원>한의원",피부과,피부과,경기도 여주시 세종로 74-1,경기도,여주시,세종로,,https://blog.naver.com/goldhani_,,,,,,,naver
하나연합의원,"병원,의원>내과",피부과,피부과,경기도 여주시 가남읍 태평로 30,경기도,여주시,가남읍,,,,,,,,,naver
최고한의원,"병원,의원>한의원",피부과,피부과,경기도 동두천시 지행로 50 3층,경기도,동두천시,지행로,,http://thebesthani.com/,,,,,,,naver
뉴라인의원,"병원,의원>피부과",피부과,피부과,경기도 동두천시 중앙로 110-17 3층,경기도,동두천시,중앙로,,https://blog.naver.com/newlineclinic,,,,,,,naver
해성산부인과의원,"병원,의원>산부인과",피부과,피부과,경기도 동두천시 정장로 34 해성빌딩 해성산부인과의원,경기도,동두천시,정장로,,https://www.youtube.com/user/HappyBirth119,"happytaegyo@naver.com, yt-support-solutions-kr@google.com",,,,,,naver
속내과의원,"병원,의원>내과",피부과,피부과,경기도 동두천시 지행로 56,경기도,동두천시,지행로,,,,,,,,,naver
경희지행한의원,"병원,의원>한의원",피부과,피부과,경기도 동두천시 평화로 2297,경기도,동두천시,평화로,,https://blog.naver.com/khjhkmc,,,,,,,naver
밴스의원 과천,"병원,의원>피부과",피부과,피부과,경기도 과천시 관문로 92 오피스 101동 507호~512호,경기도,과천시,관문로,,https://gwacheon.vandsclinic.co.kr/?channel=956,,,,,,,naver
유앤아이의원 과천점,"병원,의원>피부과",피부과,피부과,경기도 과천시 과천대로 111 201~209호,경기도,과천시,과천대로,,https://www.gcuni114.co.kr/,mdvision@nate.com,원장님,,,,,naver
서울삼성튼튼의원,"병원,의원>정형외과",피부과,피부과,경기도 과천시 별양로 28 래미안슈르아파트상가 A동 3층,경기도,과천시,별양로,,https://blog.naver.com/criterions105,,네이버,,,,,naver
과천예일의원,"건강,의료>병원,의원",피부과,피부과,경기도 과천시 별양상가1로 30 4층,경기도,과천시,별양상가1로,,http://www.yaleclinic.com/,,배광준,,,,,naver
조은피부과의원,"병원,의원>피부과",피부과,피부과,"경기도 과천시 별양상가3로 5 유니온빌딩 2층 202호, 3층 303호",경기도,과천시,별양상가3로,,https://blog.naver.com/fvaixim298,,,,,,,naver
청평활명요양병원,"건강,의료>요양병원",피부과,피부과,경기도 가평군 청평면 북한강로1604번길 64-28,경기도,가평군,청평면,,https://hwalmyeong.co.kr,,,,,,,naver
한림의원,"건강,의료>병원,의원",피부과,피부과,경기도 가평군 가평읍 석봉로 218 한림의원,경기도,가평군,가평읍,,,,,,,,,naver
임내과의원,"병원,의원>내과",피부과,피부과,경기도 가평군 가평읍 연인1길 1 임내과의원,경기도,가평군,가평읍,,http://www.drimh.com/,,,,,,,naver
김외과의원,"병원,의원>외과",피부과,피부과,경기도 가평군 조종면 현창로 39 김의과의원,경기도,가평군,조종면,,,,,,,,,naver
건유의원,"건강,의료>병원,의원",피부과,피부과,경기도 가평군 가평읍 가화로 47 건유의원,경기도,가평군,가평읍,,,,,,,,,naver
편안한내과통증영상의학과의원,"병원,의원>내과",피부과,피부과,"경기도 양평군 양평읍 시민로 31 2층, 3층, 4층",경기도,양평군,양평읍,,,,,,,,,naver
고영석정형외과의원,"병원,의원>정형외과",피부과,피부과,경기도 양평군 양평읍 시민로 6-1,경기도,양평군,양평읍,,,,,,,,,naver
정내과의원,"병원,의원>내과",피부과,피부과,"경기도 양평군 용문면 용문로 376-1 2층,3층",경기도,양평군,용문면,,,,,,,,,naver
퍼펙트한의원,"병원,의원>한의원",피부과,피부과,경기도 양평군 양평읍 시민로 29 101호 퍼펙트한의원,경기도,양평군,양평읍,,https://leandiet.co.kr/@pflinda,,,,,,,naver
연세푸르른내과의원,"병원,의원>내과",피부과,피부과,경기도 양평군 양평읍 역전길 24 오성프라자 3층,경기도,양평군,양평읍,,http://ysprrn.co.kr/,,소화기내,,,,,naver
전곡정형외과의원,"병원,의원>정형외과",피부과,피부과,경기도 연천군 전곡읍 전곡로 148,경기도,연천군,전곡읍,,,,,,,,,naver
김경석내과의원,"병원,의원>내과",피부과,피부과,경기도 연천군 전곡읍 온골로53번길 4,경기도,연천군,전곡읍,,,,,,,,,naver
활기찬의원,"건강,의료>병원,의원",피부과,피부과,경기도 연천군 전곡읍 전곡로 124 1층~5층 활기찬의원,경기도,연천군,전곡읍,,https://blog.naver.com/jgwhalgichan,,,,,,,naver
강비뇨기과의원,"병원,의원>비뇨의학과",피부과,피부과,경기도 연천군 전곡읍 전곡로 166,경기도,연천군,전곡읍,,,,,,,,,naver
청솔한의원,"병원,의원>한의원",피부과,피부과,경기도 연천군 전곡읍 전곡로 169 2층,경기도,연천군,전곡읍,,,,,,,,,naver
윤호병원,"병원,의원>산부인과",성형외과,성형외과,서울특별시 강남구 압구정로 304 윤호병원,서울특별시,강남구,압구정로,,http://www.yoonhohospital.co.kr/,,,,,,,naver
치유성형외과의원,"병원,의원>성형외과",성형외과,성형외과,서울특별시 강남구 도산대로 110 KBL빌딩 9층 치유성형외과의원,서울특별시,강남구,도산대로,,http://chiups.com,,약력,,,,,naver
킴스피부과의원 서울 본점,"병원,의원>피부과",성형외과,성형외과,서울특별시 강동구 천호대로 1015 성보빌딩 3층,서울특별시,강동구,천호대로,,https://kimskin.co.kr/,,,,,,,naver
서울미즈병원,"병원,의원>산부인과",성형외과,성형외과,서울특별시 강동구 천호대로 1041 서울미즈병원,서울특별시,강동구,천호대로,,https://www.seoulmiz.com,,인사말,,,,,naver
강북보아스이비인후과의원,"병원,의원>이비인후과",성형외과,성형외과,서울특별시 강북구 도봉로 242 한국전력강북성북지사 2층,서울특별시,강북구,도봉로,,http://www.boazsleep.co.kr,"boaz_ent@naver.com, boazent@boazent.net",이미지,,,,,naver
미아사거리 톡스앤필의원,"병원,의원>피부과",성형외과,성형외과,서울특별시 강북구 도봉로 34 트레지오빌딩 2층,서울특별시,강북구,도봉로,,http://www.toxnfill39.com,bbg@bbgnetworks.com,실리프팅,,,,,naver
수유탑정형외과의원,"병원,의원>정형외과",성형외과,성형외과,"서울특별시 강북구 도봉로 247 1층, 2층",서울특별시,강북구,도봉로,,https://suyutop.com/,,임진규,,,,,naver
미앤미의원 수유,"병원,의원>피부과",성형외과,성형외과,서울특별시 강북구 도봉로 324 서울특별시 강북구 번동 446-12 글로리타워 6층,서울특별시,강북구,도봉로,,http://sy.mipretty.co.kr/,webtick@gmail.com,이형철,,,,,naver
케이톡스의원 강서마곡점,"병원,의원>피부과",성형외과,성형외과,서울특별시 강서구 마곡중앙6로 93 5층,서울특별시,강서구,마곡중앙6로,,https://mg.k-tox.com,,역임,,,,,naver
강서톡스앤필의원,"병원,의원>피부과",성형외과,성형외과,서울특별시 강서구 공항대로 190 푸리마타워 2층 201호~207호,서울특별시,강서구,공항대로,,http://www.toxnfill32.com/,bbg@bbgnetworks.com,피부,,,,,naver
톡스앤필의원 관악서울대입구점,"병원,의원>피부과",성형외과,성형외과,서울특별시 관악구 봉천로 488 서호빌딩 9층 관악톡스앤필의원,서울특별시,관악구,봉천로,,http://www.toxnfill10.com/,bbg@bbgnetworks.com,피부,,,,,naver
에이치플러스 양지병원,"건강,의료>종합병원",성형외과,성형외과,서울특별시 관악구 남부순환로 1636 에이치플러스 양지병원,서울특별시,관악구,남부순환로,,http://www.newyjh.com/,office@clinichplus.com,컬러,,,,,naver
홍앤유의원,"병원,의원>피부과",성형외과,성형외과,서울특별시 관악구 남부순환로 1820,서울특별시,관악구,남부순환로,,https://blog.naver.com/hnuskin,,,,,,,naver
닥터에버스의원 서울대입구점,"병원,의원>피부과",성형외과,성형외과,서울특별시 관악구 관악로 164 대우디오슈페리움 1단지 3층,서울특별시,관악구,관악로,,http://www.evers3.co.kr/,,정보,,,,,naver
연세미라클의원,"병원,의원>피부과",성형외과,성형외과,서울특별시 관악구 남부순환로 1830 4층,서울특별시,관악구,남부순환로,,https://blog.naver.com/miracleseoul_1,,,,,,,naver
에스준의원 건대점,"병원,의원>피부과",성형외과,성형외과,서울특별시 광진구 아차산로 207 선일빌딩 5층,서울특별시,광진구,아차산로,,https://blog.naver.com/sjremei,,,,,,,naver
건대성모외과의원,"병원,의원>외과",성형외과,성형외과,서울특별시 광진구 아차산로 226 성용빌딩 4층,서울특별시,광진구,아차산로,,http://www.kusurgery.com/,,장원철,,,,,naver
샤인유의원 건대,"병원,의원>피부과",성형외과,성형외과,서울특별시 광진구 아차산로 191 동신빌딩 4층,서울특별시,광진구,아차산로,,http://shineyou-gd.co.kr/,,최병근,,,,,naver
건국대학교병원,병원>종합병원,성형외과,성형외과,서울특별시 광진구 능동로 120-1 건국대학교병원,서울특별시,광진구,능동로,,http://www.kuh.ac.kr/,,,,,,,naver
연세사랑모아여성병원,"병원,의원>산부인과",성형외과,성형외과,서울특별시 구로구 중앙로 100 연세사랑모아여성병원 3층~8층,서울특별시,구로구,중앙로,,http://www.sarangmoa.co.kr/,,,,,,,naver
고려대학교구로병원,"건강,의료>종합병원",성형외과,성형외과,서울특별시 구로구 구로동로 148,서울특별시,구로구,구로동로,,http://guro.kumc.or.kr/,,,,,,,naver
신도림하나이비인후과의원,"병원,의원>이비인후과",성형외과,성형외과,서울특별시 구로구 새말로 89,서울특별시,구로구,새말로,,https://blog.naver.com/sunmin_j,,,,,,,naver
구로성심병원,"건강,의료>종합병원",성형외과,성형외과,서울특별시 구로구 경인로 427,서울특별시,구로구,경인로,,https://gurosungsim.co.kr/,,허정민,,,,,naver
밴스의원 구로,"병원,의원>피부과",성형외과,성형외과,서울특별시 구로구 디지털로32나길 38 서림빌딩 6층,서울특별시,구로구,디지털로32나길,,https://guro.vandsclinic.co.kr/?channel=4128,,,,,,,naver
뉴연세여성의원,"병원,의원>산부인과",성형외과,성형외과,"서울특별시 금천구 시흥대로 239 1, 2, 5층",서울특별시,금천구,시흥대로,,https://blog.naver.com/fannychopin,,,,,,,naver
김안과의원,"병원,의원>안과",성형외과,성형외과,서울특별시 금천구 시흥대로 224 금천리메인시티 5층,서울특별시,금천구,시흥대로,,,,,,,,,naver
모세안과의원,"병원,의원>안과",성형외과,성형외과,서울특별시 금천구 시흥대로 403 다이소건물 8층,서울특별시,금천구,시흥대로,,http://moseseye.co.kr,,역임,,,,,naver
서울안과의원,"병원,의원>안과",성형외과,성형외과,서울특별시 금천구 시흥대로 399 416호,서울특별시,금천구,시흥대로,,,,,,,,,naver
연세가산산부인과의원,"병원,의원>산부인과",성형외과,성형외과,서울특별시 금천구 가산디지털1로 171 2층 205호 연세가산산부인과의원,서울특별시,금천구,가산디지털1로,,https://blog.naver.com/yggyn,,,,,,,naver
타토아의원 노원,"병원,의원>피부과",성형외과,성형외과,"서울특별시 노원구 노해로 485 501호, 601호",서울특별시,노원구,노해로,,https://tatoanw.co.kr,tatoanw@naver.com,신상우,,,,,naver
노원아이디의원,"병원,의원>피부과",성형외과,성형외과,서울특별시 노원구 노해로 455 MG 노원빌딩 7층,서울특별시,노원구,노해로,,https://nw.idclinic.co.kr/,,,,,,,naver
아비쥬의원 노원,"병원,의원>성형외과",성형외과,성형외과,"서울특별시 노원구 동일로 1417 삼양빌딩 2, 5층",서울특별시,노원구,동일로,,http://www.abijouclinicnw.com,test@web2002.co.kr,,,,,,naver
인제대학교 상계백병원,"건강,의료>종합병원",성형외과,성형외과,서울특별시 노원구 동일로 1342 상계백병원,서울특별시,노원구,동일로,,http://www.paik.ac.kr/sanggye/,swer@paik.ac.kr,인사말,,,,,naver
동부한일외과내과의원,"병원,의원>내과",성형외과,성형외과,"서울특별시 도봉구 마들로 686 세림빌딩 2,3,4층",서울특별시,도봉구,마들로,,https://blog.naver.com/dongbu-hanil,,,,,,,naver
창동연세정형외과의원,"병원,의원>정형외과",성형외과,성형외과,서울특별시 도봉구 노해로 389 제일빌딩 4층,서울특별시,도봉구,노해로,,https://blog.naver.com/drglorykim,,,,,,,naver
라클라라의원,"병원,의원>피부과",성형외과,성형외과,"서울특별시 도봉구 도봉로150다길 22 매경더힐스 4층, 5층, 6층 라클라라의원",서울특별시,도봉구,도봉로150다길,,http://www.laclara.co.kr,"18d2f96d279149989b95faf0a4b41882@sentry-next.wixpress.com, 2062d0a4929b45348643784b5cb39c36@sentry.wixpress.com, 271e9fa3230b4eec94b02bf95780f5f2@sentry.wixpress.com, 460ff4620fa44cba8df530afde949785@sentry.wixpress.com, 54b4aac306184111a223c0f4aea635c3@sentry.wixpress.com, 5d1795a2db124a268f1e1bd88f503500@sentry.wixpress.com, 605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com, 8c4075d5481d476e945486754f783364@sentry.io, c183baa23371454f99f417f6616b724d@sentry.wixpress.com, dd0a55ccb8124b9c9d938e3acf41f8aa@sentry.wixpress.com, ed436f5053144538958ad06a5005e99a@sentry.wixpress.com",원장,,,,,naver
이영수의원,"병원,의원>외과",성형외과,성형외과,서울특별시 도봉구 도봉로 477 이영수의원,서울특별시,도봉구,도봉로,,http://happycam.co.kr/,,,,,,,naver
경희의료원,"건강,의료>종합병원",성형외과,성형외과,서울특별시 동대문구 경희대로 23,서울특별시,동대문구,경희대로,,http://www.khmc.or.kr,,,,,,,naver
연세참이비인후과의원,"병원,의원>이비인후과",성형외과,성형외과,서울특별시 동대문구 왕산로 225 미주상가A동 309호 연세참이비인후과,서울특별시,동대문구,왕산로,,http://www.yscharm.com/,,,,,,,naver
오가나셀피부과의원 동대문점,"병원,의원>피부과",성형외과,성형외과,"서울특별시 동대문구 답십리로 9 시대빌딩 2,3층 오가나셀피부과의원",서울특별시,동대문구,답십리로,,https://oganaskinddm.com,ogncell-ddm@naver.com,,,,,,naver
예쁜나의원,"병원,의원>피부과",성형외과,성형외과,서울특별시 동대문구 왕산로 185 제일빌딩 2층,서울특별시,동대문구,왕산로,,https://www.yeppeunna.com,,김연정,,,,,naver
서울연세의원,"병원,의원>가정의학과",성형외과,성형외과,서울특별시 동대문구 이문로 188,서울특별시,동대문구,이문로,,,,,,,,,naver
라마르의원 이수역,"병원,의원>피부과",성형외과,성형외과,서울특별시 동작구 동작대로 109 5층 라마르의원,서울특별시,동작구,동작대로,,http://www.isu-lamarskin.com/,,직접시술,,,,,naver
중앙대학교병원,"건강,의료>종합병원",성형외과,성형외과,서울특별시 동작구 흑석로 102 중앙대학교병원,서울특별시,동작구,흑석로,,http://ch.cauhs.or.kr/,,인사말,,,,,naver
스타일미의원,"병원,의원>피부과",성형외과,성형외과,서울특별시 동작구 보라매로5가길 16 보라매아카데미타워 5층,서울특별시,동작구,보라매로5가길,,https://pf.kakao.com/_tfyyl,,,,,,,naver
마이닥터의원,"병원,의원>피부과",성형외과,성형외과,서울특별시 동작구 사당로14길 13 골든빌딩 2층,서울특별시,동작구,사당로14길,,http://www.mydrclinic.co.kr/,akrjsaud13@naver.com,,,,,,naver
톤즈의원 홍대입구역,"병원,의원>피부과",성형외과,성형외과,서울특별시 마포구 양화로 140 6층,서울특별시,마포구,양화로,,https://tonesclinic.co.kr/hongdae,,원장의,,,,,naver
리뉴미피부과의원 홍제점,"병원,의원>피부과",성형외과,성형외과,서울특별시 서대문구 통일로 433 조이빌딩 8층,서울특별시,서대문구,통일로,,http://www.rnmeskin.com/,,원장,,,,,naver
연세장안과의원,"병원,의원>안과",성형외과,성형외과,서울특별시 서대문구 수색로 56 성공타워1 6층 606호,서울특별시,서대문구,수색로,,https://blog.naver.com/yonseijangeye,,,,,,,naver
스타1의원,"병원,의원>성형외과",성형외과,성형외과,서울특별시 서대문구 통일로 415 1F~3F,서울특별시,서대문구,통일로,,http://www.styleps.co.kr/,star16500@naver.com,장택환,,,,,naver
가톨릭대학교 서울성모병원,"건강,의료>종합병원",성형외과,성형외과,서울특별시 서초구 반포대로 222 가톨릭중앙의료원 새병원 및 성의회관,서울특별시,서초구,반포대로,,http://www.cmcseoul.or.kr/,,,,,,,naver
베러미의원 강남,"병원,의원>피부과",성형외과,성형외과,서울특별시 서초구 강남대로 403 11층,서울특별시,서초구,강남대로,,https://gangnam.bettermeclinic.co.kr/,haenashin1225@gmail.com,,,,,,naver
스키니크의원 강남역점,"병원,의원>피부과",성형외과,성형외과,서울특별시 서초구 강남대로69길 10 서호빌딩 4층 스키니크의원,서울특별시,서초구,강남대로69길,,https://youtube.com/@remakasePark,yt-support-solutions-kr@google.com,대한,,,,,naver
미케이의원,"병원,의원>피부과",성형외과,성형외과,서울특별시 서초구 서초대로77길 24 4층,서울특별시,서초구,서초대로77길,,http://www.facebook.com/mikclinic/?notif_id=1730603300587057&notif_t=page_user_activity&ref=notif,,,,,,,naver
샤인더마의원 왕십리,"병원,의원>피부과",성형외과,성형외과,서울특별시 성동구 왕십리로 331 4층,서울특별시,성동구,왕십리로,,http://www.shinederma.com,shinederma11@gmail.com,,,,,,naver
성수멜팅의원,"병원,의원>피부과",성형외과,성형외과,서울특별시 성동구 아차산로 113 삼진빌딩 4층,서울특별시,성동구,아차산로,,https://youtube.com/@seongsu_meltingclinic,yt-support-solutions-kr@google.com,,,,,,naver
제이에스항외과의원,"병원,의원>대장,항문과",성형외과,성형외과,서울특별시 성동구 자동차시장1길 85,서울특별시,성동구,자동차시장1길,,https://blog.naver.com/js_hang25,,,,,,,naver
포이즌의원,"병원,의원>피부과",성형외과,성형외과,서울특별시 성북구 아리랑로 3 기업은행 4층,서울특별시,성북구,아리랑로,,https://blog.naver.com/tgiskin,,,,,,,naver
이든피부과의원,"병원,의원>피부과",성형외과,성형외과,서울특별시 성북구 도봉로 1 1층 103호,서울특별시,성북구,도봉로,,http://edenskin.co.kr,,,,,,,naver
더행복한산부인과의원,"병원,의원>산부인과",성형외과,성형외과,서울특별시 성북구 동소문로 92 강윤빌딩 4층,서울특별시,성북구,동소문로,,http://더행복한산부인과.net/,,박선민,,,,,naver
톡스앤필의원 송파,"병원,의원>피부과",성형외과,성형외과,서울특별시 송파구 송파대로 167 테라타워1 B동 310호,서울특별시,송파구,송파대로,,https://blog.naver.com/toxnfill29,,,,,,,naver
서울병원,"건강,의료>병원,의원",성형외과,성형외과,서울특별시 송파구 오금로 290 서울병원,서울특별시,송파구,오금로,,http://www.seoulmedicalcenter.co.kr/,,역임,,,,,naver
예쁨주의쁨의원 잠실,"병원,의원>피부과",성형외과,성형외과,서울특별시 송파구 올림픽로 96 401호,서울특별시,송파구,올림픽로,,https://blog.naver.com/ppeum000,,,,,,,naver
잠실 비엘에스의원,"병원,의원>피부과",성형외과,성형외과,서울특별시 송파구 석촌호수로 61 트리지움 3층 BLS클리닉,서울특별시,송파구,석촌호수로,,https://blog.naver.com/point_me,,강한별,,,,,naver
리엔장의원 목동,"병원,의원>성형외과",성형외과,성형외과,서울특별시 양천구 오목로 325 대학빌딩 2층,서울특별시,양천구,오목로,,https://intro.lienjang.net/re/Tjwjyk,,,,,,,naver
스텔라의원,"병원,의원>성형외과",성형외과,성형외과,서울특별시 양천구 오목로 350 썬택씨티빌딩 6층,서울특별시,양천구,오목로,,http://www.stellaclinic.co.kr/,,,,,,,naver
미인동안의원,"병원,의원>피부과",성형외과,성형외과,서울특별시 양천구 공항대로 532 3층,서울특별시,양천구,공항대로,,http://www.miindongan.co.kr,,,,,,,naver
이대목동병원,"건강,의료>종합병원",성형외과,성형외과,서울특별시 양천구 안양천로 1071,서울특별시,양천구,안양천로,,https://mokdong.eumc.ac.kr/,,,,,,,naver
아비쥬의원 목동,"병원,의원>피부과",성형외과,성형외과,서울특별시 양천구 목동로 234 경원빌딩 2층,서울특별시,양천구,목동로,,http://www.abijouclinic-md.com,test@web2002.co.kr,,,,,,naver
영등포밴스의원,"병원,의원>피부과",성형외과,성형외과,서울특별시 영등포구 영중로 12 11층 11005호~11009호,서울특별시,영등포구,영중로,,https://yeongdeungpo.vandsclinic.co.kr/,,,,,,,naver
대림성모병원,"건강,의료>종합병원",성형외과,성형외과,서울특별시 영등포구 시흥대로 657 대림성모병원,서울특별시,영등포구,시흥대로,,http://www.drh.co.kr/,,인사말,,,,,naver
서울바른병원,"건강,의료>병원,의원",성형외과,성형외과,서울특별시 영등포구 여의대방로 145,서울특별시,영등포구,여의대방로,,http://www.barun.or.kr,,,,,,,naver
리엔뉴의원,"병원,의원>피부과",성형외과,성형외과,서울특별시 영등포구 의사당대로 127 롯데캐슬엠파이어 2층,서울특별시,영등포구,의사당대로,,http://www.rennew.co.kr,,,,,,,naver
순천향대학교 부속 서울병원,"건강,의료>종합병원",성형외과,성형외과,서울특별시 용산구 대사관로 59,서울특별시,용산구,대사관로,,https://www.youtube.com/@SCHTV,yt-support-solutions-kr@google.com,,,,,,naver
모차르트성형외과의원,"병원,의원>성형외과",성형외과,성형외과,서울특별시 용산구 한강대로 69 용산푸르지오써밋 업무동 7층,서울특별시,용산구,한강대로,,http://www.mozartps.co.kr,,,,,,,naver
연세메디노블의원,"병원,의원>피부과",성형외과,성형외과,"서울특별시 용산구 서빙고로 69 파크타워아파트 106동 1층 24, 26호",서울특별시,용산구,서빙고로,,https://youtube.com/medinobleclinic,yt-support-solutions-kr@google.com,임한석,,,,,naver
가톨릭대학교 은평성모병원,"건강,의료>종합병원",성형외과,성형외과,서울특별시 은평구 통일로 1021,서울특별시,은평구,통일로,,,,,,,,,naver
유드림의원,"병원,의원>피부과",성형외과,성형외과,서울특별시 은평구 통일로 856 제10층 제1018호,서울특별시,은평구,통일로,,http://www.udreamclinic.com/,,,,,,,naver
